#          chi2            h           Omegam           OmegaK          
         29.628        0.698495        0.251538        0.125302 
        29.9031        0.701697        0.245627       0.0684089 
        30.6163        0.701073         0.24906        0.140229 
        30.2103        0.696966        0.265618       0.0995163 
        30.2982        0.696319        0.255357        0.131726 
        29.9486        0.697287        0.229421        0.195504 
        29.5946        0.698263        0.230069        0.162906 
        29.4898        0.702319        0.230036        0.135492 
        29.5168         0.70229        0.213624        0.154892 
        31.9475         0.70879        0.214184        0.103987 
        33.2085        0.692442        0.260603        0.135172 
        30.7119        0.696925        0.283587       0.0921716 
        30.0983        0.703253        0.242425       0.0570441 
        29.4865        0.702425        0.258841        0.045292 
        30.5888        0.706094        0.293036       -0.016863 
         29.434        0.702566         0.26923       0.0247591 
        29.7383        0.705488        0.264979       0.0220999 
        31.6377        0.705601        0.263815      -0.0322788 
        32.7335        0.711927        0.270905      -0.0786179 
        34.9145        0.714535        0.270294      -0.0662556 
         33.618        0.711772        0.264012      -0.0827552 
        34.1963         0.70728        0.293225       -0.134226 
        30.8629        0.708165        0.370084       -0.219815 
        34.6406        0.699746         0.35742       -0.186805 
        30.2225        0.704573        0.359158       -0.181973 
        30.0058        0.704739        0.339317       -0.118892 
        30.0882        0.705102        0.346975       -0.164392 
        33.5367        0.696258        0.373121      -0.0763862 
        30.8353        0.698696        0.332834      -0.0677957 
        33.0132        0.696959        0.366837       -0.134562 
        31.0961        0.701368        0.379588       -0.167465 
        30.4415        0.704957        0.358722       -0.155738 
        31.9178        0.700372        0.398141       -0.195736 
        31.5988        0.706863        0.411692       -0.287412 
        32.6698        0.700258        0.418761       -0.259309 
        34.0266        0.697759        0.417122       -0.238673 
        42.6374        0.691526        0.387859       -0.173268 
         37.374        0.697993        0.374442       -0.216459 
        36.6515        0.700677        0.377672       -0.253962 
        37.7159        0.705641        0.427369       -0.233652 
        34.5619        0.703295        0.437051       -0.263908 
         34.633        0.706507        0.424942       -0.266103 
        33.7195        0.706911        0.403486       -0.230437 
        33.5553        0.703393         0.35284       -0.213749 
        31.4188        0.703787        0.365044       -0.136215 
        30.5184        0.704585        0.369712       -0.209777 
        30.4118        0.704656        0.336697       -0.153991 
         30.147        0.706291        0.349075       -0.175364 
        32.6846        0.708316        0.332449       -0.209422 
        32.1064        0.711313        0.351843       -0.252413 
        31.1032         0.70916        0.367698       -0.253686 
         33.146        0.703542         0.41164       -0.221497 
        35.9993        0.708085         0.41592       -0.250328 
        35.6723        0.701542        0.463054        -0.30316 
        36.9003        0.696225        0.444531       -0.294509 
        36.7399        0.694947        0.443365       -0.245981 
         39.032        0.698606        0.416092       -0.313637 
        34.8193        0.704293        0.417674       -0.356754 
         34.163        0.706419        0.441696       -0.415249 
        35.1316        0.700621        0.479822       -0.389664 
        36.1134        0.701334        0.455385       -0.394544 
        34.5359         0.70963        0.481593       -0.448974 
        34.3174        0.712164        0.478222       -0.514298 
        34.3472        0.707212        0.461759       -0.458632 
        35.3959        0.709008        0.456679       -0.480427 
        34.3843        0.714635        0.411423       -0.414142 
        33.3188        0.711295        0.451608       -0.452059 
          37.74        0.708244        0.484888       -0.399007 
        39.1238        0.704209        0.402803       -0.360642 
        37.7926        0.698728        0.408518       -0.292245 
        32.8668        0.704607        0.424087       -0.347161 
        35.5662        0.706367        0.454456       -0.325692 
        34.1998        0.710434        0.396932       -0.369062 
        32.6236        0.708596        0.417237       -0.300875 
         33.292        0.710538        0.399914       -0.276781 
        34.2921        0.710429        0.397922       -0.371938 
        33.1749        0.704557        0.461266       -0.398386 
         33.232        0.707726        0.455297       -0.434407 
        32.8695        0.710704         0.44349       -0.425733 
        33.4029         0.70818        0.476052       -0.452526 
        35.0645         0.71372        0.396281        -0.39437 
        36.0745        0.717097        0.425019       -0.413928 
        34.8952        0.715673        0.444724        -0.46236 
         37.906        0.717347        0.442017       -0.428696 
        41.6048        0.720173        0.437988        -0.43239 
        39.2803        0.719544        0.428224       -0.424104 
        42.7767        0.720111        0.375906       -0.438468 
        37.0025        0.718303        0.417109       -0.463406 
        33.7941        0.710466        0.443288       -0.448021 
        33.5107        0.712232        0.407813       -0.389561 
        35.0185        0.707983        0.448876        -0.45332 
        36.2926        0.712347        0.442529        -0.48947 
        34.9019        0.712263        0.458335       -0.420152 
        34.2166        0.704351        0.481118       -0.443985 
        33.5321        0.702257        0.455045       -0.328203 
        33.2891        0.702337        0.452514       -0.329433 
        35.0868        0.707826         0.42122       -0.402838 
        33.7865        0.706984        0.412947       -0.366404 
        32.0307        0.710339        0.396873        -0.29137 
        32.9234        0.712391        0.384912       -0.335565 
        32.7164        0.706672        0.418004       -0.357997 
        41.6701        0.709338        0.477388       -0.363225 
        57.2394        0.711058        0.502282       -0.359861 
         53.248         0.71027        0.485601       -0.330483 
        40.6354        0.702944        0.486318       -0.322408 
        32.8307         0.70187        0.416676       -0.227241 
         35.888         0.69544        0.434354       -0.223418 
        32.9144        0.700636        0.431337       -0.279231 
        30.9915        0.705667        0.387137       -0.262181 
        32.4151        0.706582        0.369037       -0.265103 
        32.2996        0.712295        0.365247       -0.279819 
        31.7561        0.711383        0.357954       -0.232662 
        33.3782        0.714217        0.334019       -0.212144 
        33.7019        0.714218         0.30684       -0.173609 
         31.093        0.702003        0.371145       -0.193941 
        31.8958        0.710406         0.35709       -0.257783 
        33.4158        0.706889        0.384283       -0.308358 
        32.0357        0.706324         0.43063       -0.323316 
        31.9347        0.709146        0.397787       -0.328906 
        31.4847        0.710077        0.389236       -0.294613 
        39.1285         0.71379        0.391842        -0.24929 
        31.4128        0.707888        0.401456       -0.279451 
        31.4449        0.707528        0.398475        -0.26439 
        33.9768        0.704597        0.352835       -0.230576 
        31.3543         0.71041        0.366537       -0.253778 
        38.7839        0.710425        0.345911       -0.301263 
         35.161        0.714145        0.365156       -0.333181 
        36.1369        0.712173        0.441719       -0.363012 
        34.4499         0.69944        0.447172       -0.273959 
        33.8028        0.700709         0.43073       -0.241016 
        34.1643        0.698657        0.361253       -0.173075 
        37.3128        0.692574        0.409655       -0.117965 
        37.8801        0.691557        0.397738       -0.129204 
        31.8847        0.699137        0.344751       -0.121245 
         31.111        0.701518        0.344674       -0.144476 
        30.5791        0.707444        0.335089       -0.174588 
        33.0784         0.71338        0.319891       -0.165958 
        39.1388        0.713913        0.366776        -0.19761 
        33.2885        0.712063        0.323366       -0.136255 
        36.3059        0.709226        0.334083      -0.0826746 
        30.8289        0.700707        0.355282       -0.101773 
        30.9369        0.702096        0.294232      -0.0543471 
         30.145        0.706724        0.280445      -0.0145472 
        32.1838        0.707461        0.255322       -0.031732 
        34.8483        0.707167        0.175932        0.126534 
        41.4319        0.709542        0.116697         0.20886 
        37.6739         0.69988         0.15227        0.215454 
        31.8927        0.701388        0.162893        0.226751 
        34.7185        0.702822        0.139701        0.240382 
        33.0767        0.707472        0.144014        0.246543 
        32.8942        0.692461        0.230421        0.274466 
        33.2262        0.693427        0.259176        0.211282 
        31.9028        0.697108         0.20333         0.18331 
         31.457        0.702171        0.146804        0.267382 
        31.1871        0.696304        0.186636        0.323156 
        30.8111        0.702127        0.141876        0.299129 
         30.876        0.694164        0.221306         0.22787 
        30.3403        0.696716        0.208286        0.256923 
        37.1404        0.693232        0.217855        0.160044 
        36.8989        0.700461        0.285912        0.131073 
        29.9321        0.701439        0.239822        0.142143 
        29.6744        0.697872          0.2047        0.231507 
        30.8297        0.700722        0.160691        0.254483 
        30.4239         0.70302        0.167748        0.257928 
        30.4317         0.69686         0.18456        0.252279 
        29.7304        0.699019        0.221107        0.158968 
        29.4186        0.702692        0.234851        0.115396 
        32.1473        0.698358        0.255567        0.173943 
        35.4976        0.705324        0.254225        0.129489 
        31.1859        0.707055        0.201321        0.126929 
        31.9695        0.705141        0.255351       0.0954546 
        30.7794        0.695517        0.261145        0.121589 
        31.0833        0.707406        0.213226        0.110643 
        31.5997        0.702296        0.264215        0.108657 
        31.1003        0.708214        0.260763       0.0198083 
        34.4614        0.703783        0.266048      -0.0487393 
        34.3632        0.713172        0.314491       -0.123943 
        30.5652        0.708482        0.287116      -0.0692779 
        29.6305        0.704788        0.314448      -0.0810075 
        30.0595        0.705923        0.346287       -0.155698 
        30.2768        0.702971        0.348663       -0.150755 
        31.1036        0.697845        0.325657      -0.0474711 
        29.7783        0.699825        0.288395       0.0141817 
        29.7301        0.699581        0.291978       0.0244765 
        29.6512         0.70176        0.247529        0.070256 
        30.0963        0.697642          0.2401        0.131749 
        29.8564        0.697772        0.251034        0.119101 
        30.8089        0.697641        0.267766        0.061407 
        31.2623        0.695081        0.272827       0.0969088 
        30.7322        0.703988        0.273645        0.055939 
         29.686        0.703307        0.277079       0.0348767 
        29.5166        0.704489        0.260816       0.0353603 
        29.5444        0.701032        0.257176       0.0618346 
        29.7105        0.705752         0.28011      -0.0178346 
        32.0337        0.710173        0.263312      -0.0528092 
        31.4312        0.709988        0.269847      -0.0477453 
        29.5689        0.703263        0.314869       -0.067097 
         30.144        0.703135        0.337497      -0.0911416 
        29.7005        0.702884        0.298993      -0.0468745 
        31.2101        0.707576        0.264633      -0.0384045 
        31.0847        0.709406        0.286573      -0.0570125 
        31.6349        0.708225        0.228756       0.0391694 
        29.4481        0.703536        0.261255       0.0542081 
        29.3902        0.702316        0.257871       0.0529697 
        31.5502        0.700048        0.288513       -0.026179 
        30.5104        0.701119        0.307309      0.00925663 
        29.8042        0.703754        0.285043       0.0153496 
        29.5206         0.70392        0.281821      0.00911348 
        30.3016        0.697993        0.292573       0.0261064 
        32.4952        0.699047         0.28127     -0.00974064 
        29.6095        0.702575        0.248999        0.100582 
        32.0825        0.696516        0.274277        0.144989 
        29.5181        0.703235        0.234614       0.0949934 
        29.8025        0.700336        0.255285       0.0667814 
        31.0437        0.703456        0.278988       0.0561515 
        31.6097        0.704124        0.249088       0.0116746 
        30.9759        0.706256        0.218524       0.0802062 
         29.957        0.703931        0.248231       0.0929092 
        29.6589        0.699754        0.270244       0.0517004 
        29.6824        0.703445        0.247886       0.0545177 
        30.9435         0.70299        0.230783       0.0703787 
        30.2393        0.705125        0.245473       0.0861289 
        30.2942        0.696841        0.244087        0.134143 
        29.7635        0.697938        0.250491        0.135349 
        30.4463        0.696425        0.262449        0.107321 
        31.4648        0.706856        0.251902       0.0693806 
        29.8507        0.705055        0.240484       0.0623237 
        30.0017        0.697413        0.260504         0.10601 
         30.023        0.697075         0.24319        0.141802 
        29.9632         0.69738        0.252122        0.121956 
        30.5407        0.701867        0.222506        0.105116 
        31.4449        0.699128        0.218409        0.130853 
        29.7678        0.700392        0.226733        0.175856 
        30.5894        0.701307        0.222478        0.109818 
        29.6389        0.701395         0.25914       0.0942783 
        36.2319        0.700905        0.209705       0.0879331 
        30.2148        0.697408         0.26508       0.0869927 
        30.7188        0.697867        0.212923        0.169841 
        31.7056        0.704632        0.230575        0.148637 
        31.1812        0.696387        0.256489        0.170832 
         31.616        0.696208        0.288038        0.105538 
        31.2617        0.703972        0.270681       0.0702927 
        30.4899        0.697664        0.259486        0.083592 
         29.729        0.699413        0.241431        0.152446 
         30.923        0.698292        0.269682        0.125149 
        30.5875        0.700405         0.24473       0.0718795 
         29.399        0.702563        0.231234         0.11914 
        29.3684         0.70229        0.244673        0.101632 
        30.3912        0.701475        0.234254       0.0856314 
        37.2848        0.706962        0.240041      -0.0384233 
        37.5241        0.697099        0.318023      -0.0980048 
          37.17        0.698223        0.387157      -0.0733291 
        36.1658        0.693044        0.383107       -0.057371 
        32.7332        0.697715        0.347957       -0.115647 
        33.6301        0.708589        0.343287       -0.117926 
        31.6846        0.707321        0.290532       -0.102273 
        33.2852        0.713517        0.295024       -0.136506 
        33.5887        0.703901        0.298874       -0.111591 
        33.8395        0.714152        0.291566         -0.1378 
        35.0835        0.708743        0.315258       -0.199102 
        32.1648        0.711922        0.307595       -0.130329 
        42.3384        0.716851        0.232178      -0.0987704 
        41.3922        0.711364        0.190891       0.0223247 
        33.1773        0.709324        0.204399       0.0721913 
        33.3139        0.708825        0.200444         0.15662 
        31.6822        0.705968        0.206448        0.172883 
        31.4059        0.705615        0.183369        0.161956 
        31.5216        0.705351        0.202826        0.187244 
        34.0781        0.705058        0.230267        0.169379 
        30.7412        0.700448        0.291872       0.0549105 
        29.9496        0.699381        0.238569         0.11044 
        33.8665        0.705872        0.212819       0.0564521 
        34.9338        0.702993        0.286978       0.0854239 
        32.7888        0.697828        0.254648       0.0570405 
        34.0458        0.693249        0.278781       0.0713873 
        33.7256        0.694081        0.266841        0.081697 
        31.4919        0.699808        0.281856       0.0947368 
        38.2504        0.701237         0.18152        0.133796 
        37.9923        0.714378        0.180932        0.131425 
        31.5186        0.706422        0.187322        0.149419 
        31.8845        0.700522        0.231522       0.0814019 
        30.4218        0.699088        0.256905       0.0671381 
        29.4596        0.700287        0.245237        0.100066 
        32.4492        0.704513         0.28937       0.0387163 
        29.7782        0.703872        0.239747        0.104482 
        29.4633        0.701287        0.257023       0.0621852 
        30.8828        0.706626        0.232522       0.0470432 
        30.2813        0.703058        0.240021       0.0602366 
        30.0302        0.699681        0.308971     -0.00161891 
        30.9945        0.697472        0.292848       0.0150811 
        29.4269        0.702127        0.272984       0.0478726 
        29.8194        0.703299        0.213789        0.132903 
        29.4004        0.700273        0.222548        0.169116 
        35.1085        0.704197        0.259535        0.129899 
        30.3291        0.704274        0.246989       0.0989635 
        31.1571        0.706866        0.212318        0.133264 
        31.9921        0.703126        0.223227       0.0726854 
        30.1892        0.704782        0.261581       0.0591936 
        32.0943        0.704817        0.252819         0.10655 
        32.0976        0.707613        0.246622       0.0767232 
        32.7398        0.699119        0.236365       0.0785025 
        33.4884        0.706563        0.265738        0.071393 
        29.4725        0.699988        0.265378       0.0665151 
        30.4762        0.704703        0.242731        0.038689 
        30.2836        0.706814        0.287211      -0.0247603 
        30.5321        0.707206          0.2891      -0.0776966 
        34.9674        0.704262         0.34991      -0.0655335 
        29.7596         0.70172        0.322424      -0.0638668 
        30.9427        0.698413        0.317188      -0.0428114 
        29.6925        0.702543        0.322756      -0.0774838 
        31.2146        0.709708        0.318407       -0.121411 
        32.5561        0.712565        0.320249       -0.158656 
        30.4813         0.70594        0.360048       -0.207187 
        30.1262        0.705817        0.350691       -0.175148 
        33.1182        0.696604        0.369647       -0.132134 
        34.1019        0.706237         0.33261       -0.207024 
        33.5305         0.70386        0.331788       -0.177355 
        30.1516        0.706449        0.349274       -0.169626 
        32.7574        0.704066        0.286978      -0.0809335 
        33.1905        0.701748        0.286284      -0.0596588 
        29.7996         0.69964        0.285443       0.0216481 
        29.6619        0.700123         0.28374       0.0215479 
         29.723        0.704334        0.269052        0.037944 
        30.8567        0.708553        0.266572     -0.00768222 
        30.7978        0.707257        0.297406      -0.0404129 
         34.257        0.706387        0.255876      -0.0471056 
        30.3242        0.699959        0.301004      -0.0277294 
        31.8679        0.695367        0.320416       0.0112495 
        35.5452        0.697162        0.325369       0.0637763 
        39.4814        0.689173        0.354726       0.0672221 
        38.1247        0.689431        0.355824      -0.0163913 
        39.1416        0.689748        0.316767       0.0169888 
        39.6909        0.687668         0.34906       0.0202616 
        40.4737        0.689238        0.322788       0.0039943 
        42.4169        0.689828        0.310236     -0.00113331 
        37.9048        0.691459        0.289915       0.0428782 
        30.5895        0.700347          0.3415      -0.0701703 
        29.6979         0.70378        0.325742      -0.0889403 
        30.7764        0.706112        0.306266       -0.113697 
        30.9918        0.707675        0.309905      -0.0695621 
        29.7126         0.70487        0.297975       -0.032878 
        30.2638        0.704415        0.293791    -0.000918421 
        29.6637         0.70241        0.296988    -0.000387441 
        32.4444        0.696113        0.287024       0.0246998 
        30.5854        0.698946        0.280218       0.0208303 
        30.0875          0.7022        0.300391      0.00612414 
        32.7771        0.695451        0.354103      -0.0534237 
        32.5569        0.701288          0.3556      -0.0731369 
        30.7993        0.700736        0.339339      -0.0596295 
        32.4086        0.696493        0.360439      -0.0754707 
        37.6382        0.690738        0.358421       0.0317538 
        41.5198        0.691433        0.339434      -0.0771406 
        35.7141        0.693197        0.383518      -0.0699882 
        38.4338        0.699344           0.346       0.0215708 
        29.5463        0.704737        0.287099      -0.0293557 
        29.9681        0.705875        0.280076     -0.00289732 
        30.2347        0.706633        0.284441      -0.0172102 
        31.5131        0.709985        0.275421      -0.0381163 
        32.0076        0.710734        0.260046      -0.0221825 
        31.1244        0.704515         0.33935      -0.0884403 
        31.7096        0.706829        0.277948      -0.0723133 
        30.1401        0.704749         0.28179      -0.0405407 
        32.2105        0.699058        0.330352    -0.000370416 
        32.8023        0.692271        0.271222        0.136343 
        30.1126         0.69986        0.190978        0.205425 
        29.8454        0.697157        0.192462        0.252881 
        33.6103        0.705125        0.159927        0.188308 
        33.9318        0.703424        0.198099        0.107538 
        30.5368        0.701366        0.232206        0.170544 
        33.3134        0.698706        0.226392       0.0990167 
        33.8873        0.706402        0.252846         0.10366 
        38.2543        0.712542        0.197321        0.151114 
         42.109        0.718075        0.193777       0.0770717 
        33.2999        0.706851         0.27517       0.0461833 
         35.207        0.703762         0.25976        0.135653 
        31.4881         0.70667         0.23723        0.100882 
        30.3892        0.697763        0.283891       0.0411541 
        30.2402         0.69827        0.302026       0.0119905 
        29.6187        0.701078         0.28331       0.0417952 
        30.7032        0.696421        0.283365       0.0654192 
        31.4025         0.70071         0.29487       0.0562062 
        30.9179        0.700568        0.287221       0.0673087 
        31.3269        0.694852        0.274186       0.0999312 
        29.4237        0.700684        0.248817        0.114571 
        31.0887        0.702823        0.223508       0.0859583 
          32.41        0.710376        0.252645       0.0164715 
        32.0176        0.704323        0.255503      -0.0086926 
        32.1778        0.705139        0.237832       0.0220889 
        33.6046        0.701581        0.271813      -0.0316509 
        32.4712        0.700983         0.29189      -0.0552323 
        30.5624        0.708172        0.272284      -0.0206555 
        33.5873        0.712963        0.255969      -0.0438288 
        32.7689        0.712424        0.277431      -0.0814005 
        31.9545        0.709767        0.284427       -0.102221 
         34.237        0.710852        0.310698      -0.0768974 
        32.0538        0.703216        0.318345       -0.128931 
        31.4228        0.705705        0.304241       -0.116368 
        29.9099        0.702644        0.339007       -0.110029 
        30.1229        0.704012          0.3441        -0.15136 
        31.4488        0.704567        0.382055       -0.185752 
        32.7825         0.70055         0.40502       -0.256198 
        32.4946        0.701597        0.374079       -0.218687 
        31.8971        0.703094        0.418894       -0.267251 
        33.3198        0.701861        0.402274       -0.181137 
        35.4121        0.706187        0.301025       -0.151396 
        32.0893        0.711846        0.305992       -0.129137 
        31.2076        0.703185        0.315159       -0.111686 
        30.5044        0.703511        0.362815       -0.149971 
        30.0086        0.705773        0.323589       -0.126856 
        30.4488         0.70319        0.363148       -0.180025 
        31.4505        0.708537        0.386767       -0.295471 
        34.6494        0.705276        0.414848        -0.36119 
        32.8429        0.706919        0.417908        -0.36223 
        32.8936         0.70319        0.450069       -0.352481 
        34.2927        0.711568        0.444993       -0.465194 
        33.1438        0.709553        0.462926       -0.450801 
        34.8553        0.706809        0.479203       -0.488109 
        37.2062        0.701815        0.528433       -0.479813 
         35.116        0.707751        0.505304        -0.48381 
        34.7815        0.710205        0.492978       -0.484795 
        35.7629        0.716298        0.469153       -0.528435 
        36.2348        0.717029        0.462758       -0.503734 
         34.346        0.714256        0.443701       -0.433267 
        34.0062        0.713892        0.432706       -0.443307 
        38.6462        0.709182        0.456057       -0.508768 
        36.0407        0.712557        0.446865       -0.496238 
        38.0055        0.717875         0.45888        -0.56003 
        40.2068        0.716089        0.504653       -0.529039 
        35.1239        0.708044        0.508762       -0.498207 
        34.3221          0.7132        0.469207        -0.50187 
        35.6476        0.712441        0.440764       -0.480089 
        37.7831        0.718954        0.437093       -0.513353 
        39.5864        0.721044        0.475249       -0.566508 
        39.9509        0.715956        0.487226       -0.626315 
        38.8896        0.714858        0.528843         -0.5845 
        36.4665          0.7158          0.5019       -0.579388 
        35.6748        0.706489        0.520588       -0.508974 
        34.7917         0.70937        0.501185       -0.498927 
        35.2746        0.705322        0.513292        -0.50866 
        36.3659        0.708604        0.467528       -0.505487 
          36.38          0.7091        0.523542       -0.527221 
        34.5528        0.704813        0.459415       -0.430064 
        35.7678         0.70166        0.491985       -0.386692 
        37.1305        0.701993        0.503044       -0.395014 
        37.9081        0.710299        0.379851       -0.364727 
        34.6864        0.714061        0.386534       -0.370865 
        33.9036        0.714933        0.406449       -0.377099 
        34.5994        0.716198        0.373335       -0.318984 
        34.6669        0.715692        0.354622       -0.300086 
        32.1671        0.709455        0.383927       -0.310719 
        35.7686        0.708851        0.394331       -0.366513 
        34.5084        0.709715        0.433896       -0.436208 
        34.2007         0.71487         0.42963        -0.42072 
        33.4646        0.711759        0.433378       -0.375189 
        34.6012        0.699276        0.453614       -0.324141 
        41.1876        0.702069        0.411646       -0.365082 
        34.1006        0.701447        0.460318       -0.367911 
        34.5462        0.704472        0.488969       -0.461593 
        33.6821        0.706621        0.472124       -0.453611 
        33.7903         0.70664        0.436438       -0.403976 
        33.1801        0.712608        0.416679       -0.397976 
        32.9598        0.707811         0.42585       -0.385592 
        35.5323        0.712383        0.415159       -0.430236 
         37.989        0.716864        0.386154       -0.413755 
        33.2204        0.708797        0.456402       -0.395851 
        34.2626        0.703491        0.460324       -0.408595 
        32.9523        0.705403        0.461229       -0.400615 
        35.2536        0.703741        0.502827       -0.477387 
        33.3732        0.707966        0.472435       -0.457188 
        34.7967        0.708069        0.493574       -0.519912 
        35.6313         0.71449         0.48882        -0.52935 
        34.7655        0.714177        0.472763        -0.50893 
        34.6726         0.71302        0.484393       -0.518834 
           36.1        0.713663         0.49028       -0.576935 
        40.5075        0.716543        0.526369       -0.585886 
        37.9066        0.706373        0.460498       -0.483552 
        35.1883        0.714004        0.452418       -0.501616 
        35.3475        0.712827        0.480605       -0.545904 
        35.4875        0.710511        0.511167       -0.575941 
        36.1018        0.703782        0.516449       -0.511686 
        38.8957        0.703352        0.555972       -0.532659 
         37.711        0.705453        0.532599        -0.58631 
        38.6403        0.704271        0.550971       -0.604602 
        43.9724        0.708552        0.564605       -0.546032 
         38.703        0.706436        0.550613       -0.540487 
        35.8083        0.707659        0.513215       -0.558934 
        34.5073        0.708457        0.500877       -0.520088 
        33.3203        0.707672        0.473524       -0.450498 
        35.3399        0.705876        0.517286       -0.510559 
        35.2673        0.712426        0.484794       -0.485604 
        33.4999        0.710824        0.460103       -0.431594 
        34.7041        0.715262        0.372204       -0.341389 
         35.482        0.712494        0.428107       -0.343533 
        31.7592        0.708733        0.412775       -0.344205 
        34.8179        0.715183        0.371216       -0.274121 
        35.0467        0.712656        0.315821       -0.221355 
        32.6616        0.703735        0.371165       -0.242775 
        32.3904         0.70313        0.436995       -0.320716 
        32.4712        0.704868        0.433472       -0.304345 
        32.1772        0.712221         0.37171       -0.274047 
        34.5565        0.713094        0.328222       -0.244322 
        34.8077        0.716376        0.356516        -0.29533 
        32.9388        0.711197        0.393751        -0.35028 
        33.5886        0.711637        0.423073       -0.344748 
        31.2234        0.710249        0.358854       -0.231722 
        30.5883        0.707828        0.365808       -0.220477 
        32.1493        0.709811        0.378257       -0.234031 
        32.9474         0.70611        0.367412       -0.263855 
         31.778        0.709056        0.406023       -0.299265 
        31.3976        0.706195        0.411664       -0.311224 
        31.7431        0.708887        0.399145       -0.278922 
        33.6379        0.714811        0.365441       -0.287588 
        33.9801        0.707982        0.358827       -0.273727 
        33.5476        0.713106        0.386011       -0.350428 
        32.9689        0.705652        0.411262       -0.339726 
        31.9459        0.710024        0.400716       -0.297741 
        31.6493        0.704701        0.421908       -0.308496 
        34.2883        0.702392        0.413183       -0.319412 
        32.5959        0.701796        0.425531       -0.299495 
        35.6442        0.697192        0.453873        -0.28009 
        35.8071        0.695683        0.401272        -0.20619 
        38.0781        0.695875        0.454611       -0.222319 
        36.2176        0.694741        0.411093       -0.204047 
        32.3114          0.6992        0.397831       -0.200641 
         33.647        0.704853        0.411529       -0.227306 
        31.4687        0.710733        0.362131       -0.250533 
        31.2175        0.706324        0.351439       -0.212149 
        30.9926        0.706266        0.350301       -0.205449 
        31.8458        0.702553         0.39777       -0.201109 
        31.4834          0.7069         0.37882       -0.204676 
        31.0489        0.708757        0.369368         -0.2223 
        31.4818        0.703505        0.367959       -0.217701 
        32.4442        0.699039         0.39832       -0.203386 
        36.4396        0.697293        0.444528       -0.222224 
        39.7117        0.695032        0.448558       -0.181491 
        37.4428        0.693153        0.426783       -0.168427 
        30.6753        0.699692         0.34717      -0.0987305 
        32.8221        0.697301        0.376459       -0.150102 
        33.0181         0.70006        0.360739       -0.180022 
        31.0051        0.702731        0.374356       -0.159811 
        32.4759         0.70255        0.332309       -0.153496 
        32.5562        0.709101        0.339179        -0.22667 
        32.2842        0.712475        0.350127       -0.246041 
        35.8785        0.709715         0.40473       -0.246917 
        35.5636        0.706908        0.425912       -0.263417 
        31.8127        0.708682         0.39408       -0.317428 
        32.0464        0.708112        0.379848       -0.292725 
        34.3516        0.713316         0.36331        -0.31721 
        34.8969        0.711655        0.348326       -0.285349 
        42.4344        0.716272        0.332501       -0.328499 
         33.687        0.713678        0.377433       -0.335896 
        32.6718        0.707966        0.432013       -0.329648 
        33.1918          0.7124        0.425679       -0.412726 
         32.976        0.708173        0.463518       -0.422269 
        35.4798        0.707601        0.517289       -0.512532 
        36.2461        0.714691        0.494061       -0.532368 
        35.5003        0.711077        0.492626        -0.48163 
        34.8372        0.707287        0.501498       -0.474228 
        35.5741        0.703635        0.512169       -0.475268 
        37.4775        0.707467        0.512354       -0.579257 
        37.5852        0.709849        0.519288       -0.615388 
         40.442        0.702676        0.550115       -0.603537 
        41.6095        0.704282        0.552157       -0.641617 
        40.3455        0.720078        0.497438       -0.581009 
        37.7731        0.718083        0.480199       -0.537669 
        35.9574        0.716382        0.475068        -0.54192 
        38.5843        0.718379        0.506482       -0.597544 
        37.9718        0.711497        0.561623       -0.644753 
         36.148        0.710897        0.527754       -0.610369 
        35.2944        0.711277        0.484159        -0.54223 
        39.0614        0.711526        0.474637       -0.566339 
        37.4725        0.712464        0.516301       -0.630441 
        42.6235        0.708468        0.503971       -0.615682 
        43.4935        0.713843        0.588639        -0.67471 
         37.806        0.708572         0.55158        -0.64915 
        38.3653        0.709154        0.559128       -0.673498 
         40.471        0.713566        0.548335       -0.721902 
        39.9512        0.716381        0.578687       -0.749882 
        40.6175        0.716246        0.545755       -0.735395 
        37.9284        0.711564        0.567216       -0.679421 
         37.568        0.708671        0.563151       -0.646219 
        35.4452        0.711131         0.51041       -0.577529 
        35.4788        0.713473        0.487149       -0.559692 
        36.8217        0.707527        0.518566       -0.580926 
        38.8242        0.720162        0.486428       -0.603328 
        35.0414        0.714264        0.481035       -0.530009 
        35.6545        0.715725        0.474879       -0.540649 
        36.5646        0.715156         0.43186       -0.486186 
        35.0496        0.712324         0.44171       -0.474084 
        33.9148        0.713412        0.448449       -0.463365 
        33.7719         0.70609        0.432399       -0.391113 
        33.2811        0.710907        0.436978       -0.373615 
        33.2123        0.702979        0.457217       -0.362475 
        34.5714        0.697412        0.400609       -0.221891 
        35.2893        0.695339        0.400968       -0.188364 
        38.1452        0.699375        0.453274       -0.233563 
        38.6349        0.698402        0.474912       -0.278153 
        36.7088        0.706971        0.430815       -0.265072 
        32.9782        0.700578        0.430974        -0.26808 
        31.4825        0.710283        0.373773       -0.251344 
        34.7052        0.716044         0.33254       -0.236608 
        30.8083        0.707941        0.362966       -0.233742 
        33.6993        0.713955        0.340558       -0.257704 
        33.5321          0.7104        0.314628       -0.193395 
         34.195        0.712787        0.287817       -0.147854 
        33.8215        0.711108         0.28038       -0.123405 
        30.9839        0.709631        0.327112       -0.146753 
        30.2486        0.704238         0.34374       -0.114984 
        31.2461        0.701519        0.389958       -0.204661 
         30.599         0.70476        0.371273       -0.182095 
        32.7073        0.698207        0.380451        -0.11608 
