#          chi2            h           Omegam           OmegaK          
        32.2379        0.692246        0.242029        0.224416 
        31.5884        0.699199        0.156362        0.266494 
        31.5077        0.703312         0.19014        0.242385 
        30.3069        0.695293        0.201409        0.259928 
        29.9026        0.696998        0.203653         0.22725 
        30.1021        0.698479        0.216755        0.165553 
        29.7774        0.697657        0.226891        0.192443 
         34.539         0.69523        0.249646       0.0874957 
        36.1386        0.712931        0.179553        0.108881 
        37.3024        0.713122        0.185796       0.0664526 
         32.684         0.71039        0.223645       0.0384848 
        30.5278        0.698184        0.258855       0.0750768 
        30.4765         0.70466        0.245171       0.0997147 
        31.5647        0.706508        0.205515       0.0998918 
        31.4634        0.708044        0.211376       0.0950283 
        33.2013        0.709242        0.205681        0.137143 
        33.3413        0.706783        0.247095        0.104185 
        34.0182         0.70069        0.196129        0.136205 
        30.8601        0.706966         0.21367        0.112964 
        32.4149          0.7051        0.256156       0.0996666 
        30.2289         0.69884        0.284704       0.0713052 
        29.9386        0.699985        0.295962       0.0291605 
        32.1553         0.69959        0.340109      -0.0283975 
        32.0728        0.698925        0.353318      -0.0585527 
        31.3842         0.71067        0.309107       -0.134239 
        33.1492        0.711736        0.282915       -0.120186 
        32.8137        0.705829         0.30365       -0.132066 
        31.9994        0.710961        0.300349       -0.138463 
        30.2539        0.704917         0.32341      -0.0740857 
        30.6298        0.708737        0.295453      -0.0752424 
        31.2706        0.705851        0.340765       -0.105662 
        36.2793        0.701185        0.389863       -0.113027 
         34.758        0.700292        0.405095       -0.157339 
        30.7909        0.701497        0.364953       -0.166887 
        31.2315        0.706222        0.388005       -0.275711 
        31.7085        0.703264        0.417864       -0.279882 
        31.0698        0.706895        0.378303       -0.261525 
        31.2523         0.70567        0.394448       -0.280568 
        32.0648        0.712002        0.363548       -0.268631 
        32.4238        0.704686        0.396556       -0.295948 
         31.359        0.703644        0.381792       -0.240134 
        32.7373        0.699075        0.406398       -0.222014 
         32.053         0.70161        0.383857       -0.228193 
        34.3581        0.715272         0.34145       -0.226304 
        34.5235        0.711245        0.348951       -0.280847 
        35.2697        0.703037        0.432428       -0.241583 
        33.3438        0.701801         0.36952       -0.223733 
        30.5209        0.702784        0.371246       -0.180542 
        33.1141        0.703267        0.394788       -0.177735 
        31.1136        0.706818        0.379881       -0.214715 
        30.9067        0.709336        0.334851       -0.158862 
        30.3516        0.703263        0.364458       -0.176208 
        34.8599        0.714848        0.282975       -0.138667 
         34.058        0.707094        0.349924       -0.108008 
        33.6083         0.71128        0.323009       -0.116726 
         31.411        0.709603        0.281281      -0.0823835 
        32.0331        0.711043        0.289647       -0.113258 
        31.7287        0.707108        0.344089       -0.122787 
        30.9715         0.70512        0.324384       -0.145524 
        33.5046        0.704974        0.370546       -0.134031 
        30.9355        0.705194        0.380891        -0.24667 
        35.4084        0.703046        0.355055       -0.229896 
        33.8114        0.709438        0.402273       -0.259179 
        31.9166        0.705965        0.418359       -0.335165 
        34.0401        0.703442        0.434589       -0.366113 
        32.9709        0.704091        0.456376       -0.377417 
        34.6426        0.708267         0.43276       -0.423457 
        35.2862        0.712944        0.466466       -0.445603 
        33.5546        0.709051          0.4468       -0.365746 
        33.0901        0.708005        0.381907       -0.309896 
        32.8962          0.6973        0.388274       -0.160099 
        32.4927        0.698384        0.371075       -0.160181 
        31.3686        0.703277        0.375637       -0.158686 
        32.9253        0.703973        0.409137       -0.222499 
        31.4484        0.701618        0.394829        -0.22509 
        30.6882        0.708743        0.344771        -0.19614 
        30.9842        0.708288         0.35147       -0.219798 
         30.302        0.704779        0.367122       -0.194393 
        31.3974        0.701601        0.388642       -0.218105 
        31.3433        0.707292        0.359907       -0.237756 
        34.8983        0.716318        0.339157       -0.244837 
        34.6504        0.711089        0.337417       -0.257053 
        31.4222        0.706931        0.367485       -0.250491 
        33.6167        0.713886         0.36857        -0.26291 
        34.9071        0.714195        0.344568       -0.286197 
         32.611        0.711015        0.418183       -0.343272 
        31.5447         0.70867        0.393046        -0.26509 
        31.0763        0.707703        0.355022       -0.225933 
        30.5539        0.707672        0.324588       -0.154018 
        30.0473        0.707146        0.306096      -0.0839402 
        34.4033        0.708842        0.275401       -0.107889 
        31.9581         0.71166        0.309507       -0.150796 
        30.3654        0.705727        0.306489        -0.10342 
        32.1963        0.698751        0.344235       -0.119039 
        32.2617        0.696492         0.35658      -0.0811024 
        30.4147        0.701184        0.338689      -0.0714478 
        30.7296        0.701929        0.351948        -0.10172 
        30.9744        0.703259         0.31919        -0.11692 
        32.1786        0.705481        0.378274       -0.174195 
        34.9486        0.708623        0.316696       -0.200203 
        31.7358        0.698356        0.364955       -0.100596 
         32.492        0.701633        0.347044       -0.056982 
        30.0189        0.700378        0.312766      -0.0130465 
        31.3177        0.696898        0.321002      -0.0238304 
        29.4221         0.70168        0.269399       0.0346258 
         29.765        0.704768        0.241073       0.0827417 
        31.9572        0.696933        0.238861        0.111425 
        29.5212        0.699513        0.235261        0.156519 
        29.5145        0.701843        0.217371         0.16608 
        31.1206        0.705636         0.20228        0.175002 
         33.972        0.707633        0.191427        0.203836 
        29.9797        0.697629        0.188596        0.244465 
        29.8797        0.697567        0.178506         0.27508 
        29.6492        0.700733        0.190676         0.23212 
        30.3281        0.702347          0.2042        0.208903 
        30.0483        0.701291        0.226515        0.173418 
        34.1395        0.705565        0.202062       0.0806942 
         32.381        0.702993        0.192852        0.138094 
        34.1518        0.699235        0.196514        0.149615 
        33.0965        0.694936         0.19374        0.220629 
        32.3901        0.704216        0.146172        0.243358 
        30.1957        0.703492        0.218845         0.10754 
        29.8053        0.704687        0.229068       0.0990993 
        33.1625        0.703583        0.250971        0.137952 
        34.9992        0.708909        0.211363       0.0326766 
        32.6892        0.708406        0.194574        0.106183 
        30.3168        0.705123        0.258662        0.062584 
        30.2899        0.705777         0.25819      0.00230848 
        29.4377        0.703902        0.275175       0.0179302 
        32.4148        0.704072        0.304189       0.0120136 
        31.5816         0.70786        0.296303       -0.033723 
         29.834        0.702446        0.308207      -0.0217486 
        30.6161        0.697158        0.296868       0.0295737 
        29.5347        0.704855        0.282418      -0.0163025 
        29.6626        0.703552        0.322611       -0.089593 
        30.6292        0.703645        0.351596       -0.117974 
        30.5563        0.698973        0.329293       -0.038174 
        31.9028        0.699177        0.311918      -0.0635846 
        31.8479        0.700458        0.294703      -0.0474034 
        31.1564        0.697031        0.322362      -0.0211378 
        36.6526        0.694567        0.328371       -0.071804 
        31.6682        0.702679        0.306383      -0.0947858 
         30.719        0.701016        0.309884      0.00821497 
        31.2287        0.703758        0.244383       0.0298754 
        31.0443        0.700902        0.249307        0.049755 
        30.3542          0.7066        0.252682       0.0472324 
        29.7136        0.705032        0.247484       0.0560903 
         31.626        0.702603        0.278534       0.0750333 
        30.4694        0.699345        0.290447       0.0611397 
        33.4895        0.696977        0.363302      -0.0512226 
        31.1901        0.708796        0.286234      -0.0896321 
        34.5421        0.714252        0.260002      -0.0681192 
         36.016        0.713815        0.260686      -0.0126367 
        35.3259        0.713937        0.241454      -0.0466788 
        37.0406        0.700586        0.241212        0.018479 
        31.2056         0.70697        0.243607       0.0125477 
        31.0892        0.700687        0.287079      -0.0253415 
        30.0998        0.704922         0.29053      -0.0590918 
        30.7499        0.704201        0.327278       -0.138705 
        30.3593        0.705141        0.331641       -0.147838 
         32.098        0.709708        0.306931        -0.15493 
        33.7749        0.713732         0.27496      -0.0870433 
        35.2351        0.709517        0.310071      -0.0454358 
        35.8053        0.703271        0.343779      -0.0338712 
        30.1771        0.707362        0.297553       -0.062717 
        30.8559         0.70806        0.285825        -0.03051 
        35.8514        0.712074        0.323165       -0.105637 
        41.8374        0.709074        0.389595       -0.162571 
        44.3442        0.712484        0.272826       -0.186523 
        35.8661        0.714913         0.30262       -0.115341 
        31.5579        0.709938        0.286064      -0.0967639 
        29.7858        0.705212        0.327846       -0.110556 
        30.0399        0.702365          0.3279      -0.0633076 
        30.0607        0.701722        0.336688       -0.083601 
        32.3781        0.708118        0.310545      -0.0559394 
        33.0021        0.705658        0.328863      -0.0545085 
        32.9497        0.710053         0.30738      -0.0725497 
        35.9503        0.694009        0.308282      -0.0186008 
        33.0464        0.697135        0.353057       -0.032986 
        29.8309        0.705219        0.320751       -0.110996 
         31.834         0.71051        0.318052       -0.121849 
        31.8588        0.710668        0.291367       -0.114657 
        32.8693        0.710708        0.375367       -0.229814 
        33.2673        0.714175        0.347553       -0.241549 
        30.7378        0.707671        0.356023       -0.218657 
        30.6556        0.706242        0.381821       -0.244235 
        31.0615         0.70869        0.385499        -0.27449 
        32.3255        0.703093        0.428976       -0.283917 
        33.7454        0.707204        0.399197       -0.342806 
        31.9456        0.708199        0.402172       -0.330825 
        33.1237        0.707829        0.380621       -0.306384 
        32.7741        0.711116        0.425126       -0.400145 
        34.2976         0.71178        0.409597       -0.304457 
        35.4417        0.703393        0.460247       -0.312746 
        31.8383         0.70913         0.41977       -0.353548 
        31.1832          0.7064        0.374074       -0.253177 
        31.9918        0.707016        0.424837        -0.31506 
        32.8186        0.708553        0.445666       -0.372062 
        33.3471        0.713409        0.419229       -0.402293 
        33.9484        0.713321        0.438094        -0.45177 
        36.2631        0.717654        0.449373       -0.489647 
        33.9765        0.711886        0.474211       -0.492823 
        36.2268        0.710724        0.508276       -0.507164 
        38.1113        0.719359         0.46403       -0.523009 
        35.7708        0.714129        0.474562        -0.47867 
           35.5        0.710398        0.513612       -0.533766 
        34.0263        0.707409         0.49069       -0.467769 
        38.1567        0.711994         0.46418        -0.39325 
        34.7425        0.714723        0.411712       -0.421632 
        34.8772        0.713982        0.456556       -0.446899 
        35.5916        0.710845        0.477596       -0.437545 
        32.2587        0.708129        0.442109       -0.386095 
        32.8396        0.710755        0.443836        -0.42379 
        34.2962        0.713502        0.440443       -0.408402 
        33.7716        0.706554        0.466956       -0.386575 
        33.4736        0.712003        0.452673       -0.435608 
        33.1393        0.706133        0.450999       -0.409846 
        32.5542        0.707187        0.423795       -0.369547 
        35.7748        0.701745         0.48046       -0.351285 
        35.2381        0.701561        0.491141       -0.405548 
        34.4286        0.710668         0.46416       -0.418435 
        33.4352        0.707297        0.456016       -0.435565 
        33.6964        0.703697        0.473059        -0.39598 
        37.0832        0.718931        0.409792       -0.444166 
         35.122        0.716265        0.433615       -0.459299 
        35.3033        0.712352         0.45675       -0.411614 
        34.2031        0.712799         0.46346       -0.459193 
        41.2539        0.719749          0.4614         -0.4798 
        35.4707        0.715262        0.467923        -0.53118 
        35.9035        0.713602        0.475475       -0.550171 
         36.756        0.715474        0.503614        -0.61123 
        41.2962         0.72246        0.487343       -0.599685 
        38.4521        0.708689        0.532421       -0.633802 
        37.4863        0.707845        0.541443       -0.624066 
        37.4124        0.702793        0.524735       -0.530696 
        38.4742        0.714956        0.518716       -0.565336 
        34.8276        0.712514        0.494088       -0.539345 
        34.7672        0.710218        0.492913       -0.536791 
        34.6968        0.711254        0.477882       -0.522202 
        35.2939        0.709638         0.49679       -0.548198 
        35.8045        0.710702          0.5231        -0.56204 
        36.7936        0.709451        0.546523       -0.598409 
         36.273        0.710402        0.523301        -0.54516 
        34.7327        0.708451        0.498283       -0.527177 
        33.9603        0.711179        0.479212       -0.488842 
        34.6083        0.710439        0.453147       -0.476494 
        38.5559        0.713524        0.414748       -0.461846 
        40.9525        0.711446        0.407045       -0.446923 
        37.7633        0.717572        0.484081       -0.535912 
        37.8943        0.718441        0.484901       -0.556833 
        36.8973        0.716963        0.491448       -0.563077 
        38.2848        0.712108        0.515779       -0.518192 
        36.6741        0.717261        0.475816       -0.533302 
        40.6947        0.718143        0.458709        -0.58816 
        37.2848        0.717677        0.469603       -0.510953 
        37.2044        0.706143        0.550356       -0.571232 
        36.9712        0.704663        0.543053       -0.551322 
         35.957        0.710959        0.501428       -0.576149 
        37.2706        0.706458        0.540895       -0.601972 
        37.6224        0.711812        0.541038       -0.662922 
        38.8812        0.701933        0.548168       -0.563769 
        41.5245        0.703089        0.536875       -0.600998 
        36.8704        0.714894        0.522276        -0.60765 
        38.5586        0.705006        0.570918       -0.612673 
        37.6218        0.706638         0.55536       -0.622924 
        36.9338        0.708138        0.518167       -0.588621 
        37.5708        0.708108        0.538018       -0.624239 
        35.9819        0.705882        0.523875       -0.548891 
        34.5278        0.708848          0.4996       -0.524528 
        35.1442        0.711424        0.508751       -0.549644 
         33.866        0.707318        0.471094       -0.404613 
        33.2492        0.710469        0.449349       -0.445797 
        33.5771        0.711393        0.465914       -0.469729 
        36.1153        0.715581        0.491432       -0.550283 
        37.6985        0.712369        0.497222       -0.481941 
        36.3707        0.712575          0.4839       -0.467797 
        37.2615        0.717474        0.458985       -0.480352 
        36.3904        0.718059        0.441127       -0.481416 
        35.1701        0.714025        0.440329        -0.40166 
        33.2822        0.707939        0.467207       -0.450547 
        33.9094        0.710369        0.457776       -0.406816 
         31.559        0.705399        0.417323       -0.314374 
        32.5226        0.706809        0.370659       -0.271536 
        33.7377        0.709913        0.383526       -0.224117 
        31.1228        0.701622        0.386328        -0.19949 
         31.681        0.701271        0.394762       -0.227886 
        36.5662        0.696705        0.439809       -0.293919 
        34.7329        0.705073        0.458138       -0.331875 
        34.2284        0.701543        0.462484        -0.37565 
        34.3254         0.69892        0.444071       -0.298939 
         31.478        0.705178         0.41394       -0.305189 
        31.4728         0.70964        0.393335       -0.306307 
        36.7091        0.718715        0.383579       -0.358248 
        33.7705        0.703248        0.460982       -0.395025 
        32.5792        0.711884        0.404078       -0.326482 
        32.4283        0.711471        0.369218        -0.23797 
        35.5029        0.708888        0.332743       -0.240186 
        37.9452        0.712769         0.34937       -0.318473 
        34.7411         0.71619        0.352237       -0.288334 
        32.4826        0.711603        0.356971       -0.212294 
         32.436        0.712723        0.333993       -0.196437 
         32.997        0.711791        0.355638       -0.203293 
        30.9301        0.709701        0.330548       -0.160555 
        30.4542        0.704201        0.323779       -0.126474 
        30.3438        0.702748        0.362184       -0.163853 
        30.3396        0.702173        0.353685       -0.146818 
        31.2337         0.71021        0.335732         -0.1706 
        30.9546        0.706454        0.396692       -0.267396 
        32.7052        0.701701        0.435384       -0.299721 
         34.232        0.706436        0.450593       -0.333379 
         33.794         0.70315        0.455851       -0.326145 
        33.0012        0.703242          0.4445        -0.35743 
        37.9852        0.703325        0.447756       -0.426074 
        37.4035         0.70405        0.416392       -0.373173 
        34.6676        0.699512        0.460247       -0.317617 
        35.3168        0.703073        0.373041       -0.264218 
        32.1461        0.699846        0.401864       -0.208477 
        37.8509        0.694381        0.446233       -0.265605 
        36.6578        0.712989        0.432915       -0.349365 
        35.3133        0.711681        0.430759       -0.339439 
        33.5025        0.711952        0.432464       -0.375572 
        37.3797        0.709067        0.413652       -0.418164 
        37.3538        0.712974        0.438507       -0.355161 
        42.1063         0.71166        0.464939        -0.36095 
        37.6522        0.700929        0.403041       -0.311933 
        35.5226        0.707387        0.451231       -0.329726 
        32.9479        0.705986        0.419185       -0.356449 
        32.2485        0.703522        0.423153       -0.317803 
        32.4893        0.701237        0.422662       -0.254949 
        34.9443        0.698147        0.428732       -0.205599 
        34.3085        0.713329        0.416278       -0.345984 
        38.4762        0.711621        0.399363       -0.417691 
        38.1342        0.716026        0.454177       -0.430581 
        41.5119        0.706114        0.430567       -0.448141 
        34.0848        0.707363        0.491998        -0.46978 
        35.5247        0.705112        0.514962       -0.485461 
        34.0372        0.711049        0.482077       -0.502787 
         33.435        0.709368        0.467852       -0.466915 
        34.0807        0.709574        0.442573       -0.444903 
        35.8402         0.71712        0.381398        -0.32306 
        35.1567        0.712991        0.379162       -0.358106 
        33.2336        0.708183        0.439211       -0.415054 
        32.0032        0.706537        0.425255       -0.352419 
        34.6378        0.707847        0.372565       -0.305825 
        36.3404        0.715781        0.318475       -0.246555 
        35.7058        0.708177        0.323586       -0.217168 
        34.5083        0.702575          0.3603       -0.227289 
        32.6635        0.706379        0.404879       -0.241405 
        37.3536         0.70283        0.411947       -0.171139 
        31.4723        0.704013        0.372157       -0.230903 
        31.8962        0.705417        0.385983       -0.196439 
        31.8593         0.70997        0.396087        -0.28732 
         32.333        0.712018        0.387353       -0.296727 
        31.5823        0.703508        0.414755       -0.272189 
        31.3614        0.702599         0.40211       -0.236473 
        34.4801        0.698273        0.414139       -0.173488 
        37.0592        0.693897        0.433307       -0.196645 
        38.6534        0.692435        0.377337       -0.136633 
        34.1398        0.695726        0.397067       -0.142394 
        31.5192        0.700419        0.354369       -0.151839 
        34.3411        0.697603        0.357077        -0.15086 
        33.8102        0.697462        0.363061      -0.0475229 
        32.3462        0.702753         0.33396      -0.0397997 
         32.522        0.704005        0.304821       0.0126313 
        33.2204         0.70547        0.312753      -0.0150296 
        31.0331        0.708417        0.283314      -0.0283763 
        30.7423        0.701044        0.353966       -0.102041 
        31.1062         0.70181        0.360062       -0.112658 
        32.4941        0.695699        0.347775      -0.0587571 
        30.4433        0.701207        0.287102       -0.021638 
        29.7268        0.705649        0.312129      -0.0846338 
        29.8567        0.706307        0.294054      -0.0615859 
        31.2928        0.706047        0.330751      -0.0854075 
        32.0051         0.70104        0.322869       -0.111383 
        32.6614        0.707607        0.352668        -0.13599 
        30.5883        0.701146        0.356675       -0.141345 
        30.4425        0.702617        0.353642       -0.119839 
        30.2205        0.704323        0.333621      -0.0916822 
        30.5828        0.708337        0.330637       -0.138471 
        31.5772        0.709952        0.312226        -0.15697 
        32.9043        0.709563        0.318205       -0.189658 
        32.5841         0.70107        0.386928       -0.233871 
        35.2274        0.707828        0.318453       -0.200105 
        31.2873        0.708832        0.380032        -0.24243 
          40.65        0.707627        0.413776       -0.205179 
         39.716          0.7015        0.440021       -0.205312 
        39.5774        0.694332        0.437324       -0.151373 
        36.1384         0.70767        0.384032       -0.172042 
        31.1669        0.706718         0.39785       -0.291646 
        32.2592        0.702663         0.40991       -0.287559 
        32.1527        0.703698        0.423795       -0.318425 
         32.833        0.708733        0.366146       -0.281853 
        31.8962         0.71093        0.385001       -0.279009 
        31.7608        0.707976         0.40804       -0.287682 
        31.8832         0.70639        0.413761       -0.279053 
         31.767        0.701631        0.404315         -0.2207 
        33.4394        0.702342        0.412661       -0.209486 
        35.0593        0.701708        0.393045        -0.28254 
        31.3992        0.709112        0.399318       -0.308912 
         33.387        0.700632        0.412726       -0.280084 
        33.4152        0.705172        0.434867       -0.292088 
         32.445          0.7068         0.43064       -0.316549 
        32.9194        0.706513        0.454135       -0.369705 
        32.3942        0.703227        0.417925       -0.310246 
        30.5753        0.702891        0.374354       -0.187606 
        31.4165        0.704345        0.413323       -0.281831 
        34.5437        0.704565        0.444508       -0.294658 
        32.9668        0.710295        0.416379       -0.317683 
        35.7916        0.714868        0.414116       -0.347076 
        36.1017        0.711068        0.462042       -0.395893 
        34.3696        0.713714        0.441286       -0.413295 
        32.5865        0.708726        0.445465       -0.382182 
        34.9339        0.699999        0.442259       -0.249486 
        34.0704        0.697826        0.414616       -0.183394 
        32.9838        0.699894        0.420882       -0.232315 
        33.0969        0.703072        0.392511       -0.170595 
        31.8677        0.698044        0.369494       -0.119035 
        29.8739        0.701476        0.324572      -0.0743182 
          29.99         0.70664        0.305901      -0.0935707 
         30.032        0.706944        0.311821       -0.106257 
        37.3425        0.709659        0.314085      -0.0387405 
        33.4336        0.694967        0.357805      -0.0408224 
        29.4032        0.702322        0.287308     -0.00435465 
        29.3676        0.702381         0.25786        0.074216 
        34.7656        0.711948         0.21314       0.0909566 
        33.0427        0.705313        0.242922        0.130325 
        30.3512        0.704535        0.222454       0.0899387 
        29.8564        0.698775        0.279321       0.0698294 
        30.1766        0.700111        0.273282       0.0886178 
        29.5348        0.703162        0.230007        0.106074 
          30.36         0.70427        0.251265       0.0911896 
        29.9686        0.698358        0.286183       0.0514111 
        29.3559        0.702565        0.285729      0.00405196 
        30.8258        0.702151        0.309153     0.000960437 
        33.1539         0.71012        0.262984       0.0166174 
         32.925        0.697832        0.257155       0.0504959 
        30.3393        0.698109        0.289095       0.0267562 
        30.5783        0.697274        0.299624       0.0415627 
        30.0386        0.697812        0.276678       0.0690039 
        33.0618        0.693747         0.32268       0.0418083 
        30.7598        0.696417         0.29199       0.0557584 
        31.2248        0.701298        0.232552       0.0787622 
        30.0839        0.705227        0.225465       0.0914681 
        29.4345        0.700224        0.208345        0.194265 
        31.2417        0.696564          0.2494        0.187331 
        31.3335         0.69743        0.233171        0.124194 
        32.1797        0.695272        0.236964        0.138741 
        32.2506         0.69228        0.212108        0.247068 
        34.3892        0.689707        0.178597        0.330446 
         35.255        0.687164        0.191135         0.38599 
        37.2049        0.686115        0.192355        0.351108 
        30.0704        0.696093        0.185137        0.287301 
         35.025         0.69468        0.216603        0.319957 
        34.9159        0.705132        0.151885        0.326959 
          34.65        0.705309        0.167722        0.292277 
        33.6435        0.691221        0.183183        0.300118 
        37.7301        0.693264        0.234809        0.315606 
        30.1573        0.696168        0.188822        0.265681 
        30.7253        0.695468        0.218654        0.199115 
        34.6794        0.708903        0.153966        0.181195 
        39.2688        0.712459        0.177849        0.196893 
        32.9651        0.704238         0.14977         0.22568 
        34.4252        0.707415         0.13969        0.222714 
        33.9057        0.707819        0.168588        0.239344 
        33.3431        0.706778        0.172013        0.244929 
        31.4435        0.700402        0.172025        0.314862 
        30.9224        0.702171        0.134153        0.335241 
        30.0494        0.700618        0.168862        0.255804 
        29.9523        0.701363        0.191137        0.236433 
        30.6264        0.702986        0.203589        0.206995 
        30.2812        0.703757        0.188087        0.183919 
         30.287         0.70338         0.18831        0.217969 
        31.4786         0.69317         0.21559        0.240183 
        30.5649        0.695564        0.191243        0.257606 
        30.9955        0.695876        0.225484         0.23921 
        31.5253        0.698712        0.250156        0.174433 
        33.6241        0.694663         0.27392        0.177675 
        32.0592         0.69312         0.26464        0.165784 
        32.8091        0.693187        0.265082        0.189676 
        30.4741        0.698527        0.265918        0.123226 
        29.4302        0.699558        0.250936        0.113499 
        30.4859        0.702415        0.209602         0.13064 
        29.6586        0.700739        0.278955       0.0561262 
        29.3473        0.701055        0.263477       0.0737282 
        29.7587         0.70304        0.238276        0.119946 
        35.3546         0.69038         0.30329        0.133468 
         31.019        0.705377        0.238627        0.111405 
        30.4942        0.703887        0.218674        0.162597 
        30.4169        0.704762        0.191488        0.175226 
        30.4838         0.69837        0.223259        0.145176 
        32.2189        0.697621        0.209857        0.158795 
        31.4439        0.701204        0.222138        0.206472 
        29.8163        0.697301        0.217183        0.196827 
        30.7225        0.697708        0.187599        0.226831 
         30.808        0.701534        0.157167        0.258003 
        29.9527        0.697505        0.173356        0.307343 
        31.7958        0.701483         0.17656        0.297455 
        31.3966        0.700517         0.20245        0.253459 
        30.5801        0.701888        0.186235        0.188104 
        29.8602        0.702793        0.194622        0.185699 
        29.3787        0.700897        0.218212        0.161231 
         31.245        0.695837        0.234556        0.224335 
        31.2381         0.69464        0.229987        0.237581 
        31.7659        0.692121        0.191298        0.307636 
        34.5507        0.693846        0.218925        0.316462 
        34.5298        0.694905        0.182413        0.230577 
        29.8448        0.697885        0.209758        0.232156 
        29.5167        0.700335        0.197174        0.214604 
        29.8433        0.701267        0.185946        0.241862 
        29.9993        0.698677        0.220874        0.209417 
        32.2303        0.698905        0.258403        0.163878 
        35.7734         0.70017        0.265077        0.170296 
        32.9395        0.696056         0.29527        0.111384 
        33.1179        0.692929        0.309716       0.0620032 
        32.8599        0.695247        0.282646        0.143845 
        32.3487        0.693447        0.258303        0.132738 
        32.0318        0.699579         0.21075         0.13503 
        29.8801        0.701745        0.219353        0.126918 
         31.261        0.703393        0.220433         0.08581 
        29.9838        0.699224        0.245431       0.0977908 
        29.8719        0.702468        0.269714       0.0662346 
        29.9416         0.70248        0.270225        0.066673 
        29.3688        0.701787        0.279139       0.0321799 
        29.5397        0.703813        0.240104       0.0918446 
        29.8018        0.701066        0.248157       0.0723916 
        31.2745        0.702108        0.281953        0.068604 
        29.9513         0.69803        0.277026       0.0739274 
         30.343        0.697643        0.266452       0.0750266 
        31.7325        0.707764        0.218587        0.118021 
        34.7407        0.711995        0.207679       0.0971278 
        35.8907        0.712056        0.198875        0.130037 
        31.3459        0.705991        0.255352       0.0745299 
        30.3691        0.704703        0.223399       0.0865578 
        30.8962        0.695977        0.244287        0.134841 
         30.287        0.696734        0.268831        0.107439 
        32.2438        0.695304        0.278675       0.0581385 
        30.2876        0.706279        0.252945        0.051582 
        32.0275        0.709104        0.262653       0.0182976 
        29.8976         0.70013        0.306513    -0.000962221 
         29.469        0.702826        0.302621      -0.0378662 
        30.5551        0.705243        0.313104      -0.0485088 
        29.6331        0.700646        0.298251      -0.0080189 
        33.9815         0.71283        0.277173       -0.118972 
        31.4435        0.708715        0.290099       -0.103648 
        31.1124        0.699633        0.335024      -0.0352012 
         31.743        0.702709        0.349409      -0.0829639 
        31.9638        0.701311        0.350498      -0.0695453 
        31.1017        0.700612        0.335374       -0.114838 
          29.55        0.704057        0.308062      -0.0545757 
        30.2652        0.702171        0.293634      -0.0427547 
        30.0612        0.705202        0.300151      -0.0308274 
        29.9978        0.703263        0.293346      0.00836271 
        32.2983        0.700299        0.252372       0.0354714 
        32.4959        0.710537        0.239171       0.0351006 
        29.9649        0.704126        0.264002       0.0587146 
        34.3671        0.711077        0.244166       0.0504385 
        33.2129        0.710331        0.235944     -0.00811451 
        32.6689        0.710547        0.256385      -0.0487485 
        31.0679        0.708699        0.259914       0.0078983 
        32.2094        0.709127        0.269804      0.00741122 
         29.501        0.703506         0.24285       0.0749284 
        30.5388        0.703588         0.24892       0.0316225 
        32.0575        0.697839        0.322133       0.0242942 
        32.7162        0.700893         0.28161      -0.0358783 
        29.7334        0.704228        0.271264       0.0354863 
        31.7009        0.701701         0.23715       0.0588825 
        30.8292        0.696604         0.26889       0.0786429 
        31.3494        0.699283        0.249732       0.0644351 
        30.7496        0.696806        0.275796       0.0645169 
         29.689        0.704259        0.276156       0.0232584 
        29.3243        0.701899        0.269886       0.0498479 
        30.1321        0.696891        0.253456        0.124275 
        30.2659        0.697187        0.279401       0.0811826 
        30.0949        0.698949        0.307157    -0.000571177 
        32.5742        0.694326        0.321372       0.0329237 
          29.89        0.699416        0.300096       0.0135272 
        29.6184        0.702915        0.271828       0.0088306 
        29.4606        0.701913        0.289186       0.0129574 
        30.4612        0.705444        0.274096       0.0296769 
        29.5011        0.702938        0.265155       0.0583975 
        29.4957        0.701147         0.27164       0.0633904 
        30.5605        0.707397        0.241545       0.0453747 
        32.0522        0.707857         0.25532      -0.0317583 
         30.326         0.70485          0.2636      -0.0059788 
        32.3202        0.709627         0.24121     -0.00542468 
        32.8122        0.709386        0.284053      -0.0161707 
        30.4546        0.703725        0.267907       0.0665822 
         33.043        0.707069        0.216867        0.154924 
        34.9955        0.706135        0.221976        0.179124 
        36.7714        0.709845         0.20154        0.177098 
           34.5        0.709782        0.187375        0.177414 
         33.194        0.709465        0.198304        0.143309 
        33.1376        0.707294        0.164677        0.176591 
         37.729        0.711159          0.1334        0.198381 
        34.2096        0.708265        0.182389        0.211631 
        33.2112        0.696432        0.188135        0.210121 
        29.5784        0.698359        0.205842        0.219995 
        30.7468        0.694398        0.218721        0.231334 
         29.734        0.702608        0.198692        0.183468 
        30.8758        0.705875        0.203663        0.160933 
         30.331        0.704042         0.18538        0.206694 
        30.1938        0.704176        0.197363        0.182835 
        30.0001         0.69793        0.258002       0.0958907 
         31.547        0.708801        0.231928       0.0650477 
        31.6547        0.704391        0.237047       0.0356038 
        32.1115        0.701404        0.280274       0.0903526 
        30.8632        0.695415        0.258225        0.125017 
        30.3131        0.696122        0.236004        0.165895 
         29.602        0.698609        0.254225        0.113047 
        29.3004        0.702429        0.269716        0.039075 
        32.8366        0.695903        0.330035       0.0253617 
        32.4199        0.698144        0.245522        0.075286 
        30.1465        0.704785        0.245116       0.0401947 
