#          Chi2            h           Omegam           Omegak          
        30.8182        0.703312        0.221815       0.0898675 
         29.702        0.699303         0.24688        0.102068 
         31.233        0.701749        0.201623        0.142733 
        30.1978        0.706542        0.244416       0.0502733 
        29.6935        0.705125        0.270148       0.0194761 
        30.1868        0.698834        0.286739       0.0207257 
        31.7409        0.705325         0.27344       0.0530563 
        31.3752        0.708665        0.229931       0.0519344 
         32.861        0.700596        0.246857       0.0380532 
        30.1419        0.698405        0.271392       0.0572929 
        34.3711        0.691537        0.294316       0.0807613 
        34.3623        0.696789        0.302412        0.107259 
        31.0625        0.697572        0.313205        -0.02192 
        32.1768        0.695896        0.338385      -0.0171487 
        30.8293         0.70203        0.336134      -0.0606384 
        30.7827        0.700578        0.289547      -0.0241024 
        29.5484        0.702229        0.295645      -0.0267104 
         31.296        0.700887        0.294915      -0.0462025 
        30.2925        0.702366        0.302552      -0.0628722 
        35.6042        0.707082        0.286754       -0.129826 
        33.3289        0.696044         0.37794        -0.10045 
        33.3111        0.699831        0.362118       -0.182659 
        30.6806        0.708972        0.339932       -0.183485 
        30.0167        0.702667        0.334006      -0.0827976 
        30.5892        0.707412        0.255507    -0.000467844 
        31.2923        0.704068        0.287263       0.0345326 
        31.6169        0.695489        0.311957        0.033531 
        34.2577        0.692362        0.334164       0.0190976 
        34.0651        0.699555          0.3368      0.00319473 
        30.2562        0.702033        0.289316       0.0365867 
        33.3293        0.697283        0.281698        0.139037 
        29.7341        0.702838        0.234268        0.129821 
        35.1181         0.70665        0.232732        0.151585 
        31.2845        0.704104         0.14497        0.289888 
        33.6143        0.704356        0.179158         0.27429 
        32.0242        0.695469        0.169677        0.277256 
        36.2347        0.686884        0.212993        0.314082 
        34.3471        0.690014        0.238209        0.280409 
        34.3043        0.691017        0.245651        0.264406 
        32.9733        0.694128        0.196477        0.229068 
        31.3099        0.694631        0.214979        0.273601 
        30.5581        0.697901        0.216782        0.236735 
        29.9203        0.702803        0.201961        0.193956 
        30.1934        0.696319        0.201047        0.234047 
        36.3163        0.709515        0.165409        0.129818 
        36.3451        0.713063         0.21837       0.0819439 
        32.1795        0.706146        0.275208       0.0435009 
         29.474        0.701446        0.294878     -0.00530523 
        30.7187        0.703392        0.268299      -0.0112842 
        31.7642        0.708153        0.259859       0.0366991 
        31.0616        0.698772        0.279149       0.0170006 
        29.7462        0.703991        0.222923        0.127633 
        30.4344        0.706095        0.219093         0.11389 
        31.6103        0.694685        0.245615        0.210104 
        30.7762        0.698675        0.248855        0.165989 
        30.7481        0.704704        0.192831        0.154268 
         32.224        0.707026        0.192198        0.187504 
        34.6729        0.708591        0.164222        0.242506 
        31.3067        0.697908        0.151183        0.296998 
        31.1892        0.694865        0.165463        0.310441 
        30.3535        0.696918        0.159925        0.310453 
        30.3301        0.700598        0.161725        0.265001 
        30.8325         0.70054        0.165797        0.243497 
        32.0017        0.705493        0.143962        0.262306 
        31.9991        0.699208        0.143842        0.290087 
        31.6808        0.698273        0.151204          0.2871 
        32.0027        0.692937        0.205768        0.312199 
        30.4265        0.698127        0.199731        0.267361 
        31.1972        0.693495        0.197154        0.308608 
        30.0051        0.697991        0.165308        0.294681 
        31.3995        0.699923        0.151789        0.273012 
        32.7762        0.700851        0.144294        0.264438 
        37.1516          0.7108        0.146066        0.170145 
        38.2963        0.712467        0.147201        0.156625 
        33.8665        0.708505        0.172959        0.142535 
        33.6685        0.704181        0.222631       0.0486324 
        33.7002         0.70978        0.195884       0.0861882 
        31.7455        0.708156        0.203757        0.107053 
        30.0497        0.700674          0.2838       0.0571496 
         30.926        0.700586        0.261427       0.0299251 
        30.3542        0.696485        0.267219        0.108878 
        30.7716        0.699838        0.267304        0.115663 
        29.6242        0.702455         0.29189      -0.0260867 
        30.8782        0.708582        0.256638     -0.00134135 
        29.3778         0.70274        0.282614      0.00117919 
        30.3453         0.69908        0.266142       0.0506201 
        31.7504        0.702915        0.294355       0.0389593 
        31.2187        0.700844        0.289026       0.0653162 
        31.5315        0.708438        0.225807       0.0841123 
        34.7526        0.703768        0.223228       0.0419092 
        31.3057        0.702914         0.22653       0.0754883 
        30.7292        0.696669        0.258176       0.0991399 
        31.9816        0.695787        0.248408        0.110384 
        30.3399        0.697552        0.275248       0.0618826 
        30.1729        0.701182        0.270273        0.085547 
        31.7594         0.69684        0.249391       0.0944186 
        35.3625        0.703115        0.199869       0.0948099 
        32.3586        0.703191        0.205759        0.107307 
        30.3812        0.705802        0.249472       0.0702185 
        31.0389        0.698676        0.312764       0.0235793 
        32.7142        0.701582        0.250525       0.0209745 
        33.7607        0.709255        0.270778       0.0238482 
        35.3827        0.696988        0.362654      -0.0240387 
        31.3784        0.696295        0.315022     -0.00039903 
        29.6296         0.70204        0.294612      0.00731404 
        29.8804        0.702506        0.275733       0.0530063 
        30.8843        0.707985        0.260673      -0.0217175 
        34.3343        0.703564        0.293306       0.0601768 
        34.2002         0.70044        0.278754        0.124943 
        32.4497        0.707209        0.230103        0.119919 
        29.5257        0.698685         0.23852         0.14866 
        31.7205        0.694486        0.272055       0.0994845 
        31.8444        0.694507        0.298538       0.0652966 
        33.4819        0.693355         0.32587       0.0427944 
        31.8475        0.694833         0.29947       0.0462096 
        29.7747        0.702341        0.235635       0.0875107 
        30.0126        0.705629        0.237937       0.0787941 
        30.9693        0.702395        0.226817       0.0840462 
        29.4545        0.700985        0.285373       0.0167759 
        30.7609        0.706823        0.285656     -0.00977003 
        35.0224        0.712559        0.310795       -0.097008 
        31.3184        0.700819        0.357097        -0.09373 
           31.5        0.701106        0.328756      -0.0234038 
        30.2546        0.699767        0.318091       -0.049951 
        29.7921        0.701915        0.295975      -0.0327404 
        30.3684        0.698713        0.309436      -0.0185961 
        32.6757        0.694168        0.318078       0.0157699 
         32.412        0.706154         0.25928       0.0785571 
        32.7537        0.709921        0.207878        0.103356 
        34.3569         0.71099        0.200034        0.127062 
        33.7731        0.697904        0.207361        0.145003 
         32.006         0.70362        0.273803       0.0776093 
        38.8096        0.694627        0.329511        0.102113 
        35.8062        0.692078        0.315848        0.115777 
        32.6844        0.694175        0.299769        0.100171 
        33.9725         0.69657        0.275795       0.0210175 
        29.3307        0.701831        0.259419        0.075066 
        29.4958        0.702323        0.256765       0.0837776 
        30.0749         0.70396        0.222715       0.0990743 
        30.8123        0.707139         0.24158       0.0692532 
        29.9655        0.701435        0.279656       0.0577132 
        30.5422        0.705214        0.295318     -0.00970941 
        31.0202        0.699062        0.320283      -0.0619546 
        30.1889        0.705329        0.288456     -0.00440037 
        31.0303        0.704512        0.257022     -0.00111294 
         32.587        0.707018        0.332379      -0.0844128 
        30.0201        0.706738        0.328926       -0.129638 
          29.93        0.701187        0.311889      -0.0545226 
        33.1043        0.704241        0.334043      -0.0478361 
        34.5968        0.699271        0.326137       -0.120743 
        33.2273        0.704033         0.36631       -0.116957 
        30.0674        0.702293        0.344857       -0.112097 
         30.727        0.706756        0.309848       -0.124224 
        30.3091        0.707318        0.331012       -0.157051 
        34.0663        0.708914         0.36774       -0.171242 
        32.3585        0.712063        0.340354       -0.190326 
        30.6694        0.706234        0.381438       -0.228408 
         30.682        0.708528        0.357997        -0.21702 
        30.9905        0.704766        0.398598       -0.260096 
        31.1552        0.708778        0.372426       -0.263505 
        35.0758        0.710729        0.385776       -0.226278 
        31.7681        0.707011        0.398013       -0.247952 
        33.2993        0.708257        0.324117       -0.198373 
        31.2314        0.709614        0.370185       -0.236328 
        32.4992        0.711534        0.337926       -0.169845 
        31.1113         0.70629        0.340996       -0.114721 
        33.4223         0.71011        0.328904       -0.112121 
        34.2159        0.714668        0.290047       -0.132252 
        30.4659        0.708098        0.319832       -0.113858 
        32.4759        0.705075        0.357713       -0.117767 
        30.7127        0.706601        0.295192       -0.092376 
        31.1342         0.69972        0.361803       -0.109976 
         29.734        0.702032        0.320448      -0.0706359 
        34.1064         0.69795        0.316409      -0.0790939 
        29.9401        0.705164        0.337262        -0.12316 
        30.7129        0.702108        0.374011       -0.170645 
        31.4181        0.701594        0.326117        -0.11687 
        29.7653        0.702959        0.328318      -0.0832886 
         29.882        0.705443        0.324242      -0.0965981 
        33.2915        0.696989        0.352707       -0.118762 
        34.1362        0.697847         0.30668      -0.0592664 
        32.1684        0.699822        0.336203      -0.0205582 
        31.7156        0.701789        0.266836     -0.00505677 
        30.7804        0.703209        0.281064      -0.0371614 
         31.147        0.708853        0.258309      -0.0199404 
        32.6101        0.706586        0.316942       -0.045031 
         29.936        0.701902         0.29423      -0.0333501 
        30.6667        0.698746        0.330725      -0.0580923 
        33.1724        0.701808        0.330107      -0.0120703 
        30.8822        0.698497        0.328643      -0.0221826 
        33.0824        0.700982        0.346751      -0.0431625 
        38.5087         0.70597         0.38254        -0.13032 
         31.697        0.700202        0.389567        -0.17664 
        31.8712        0.710905        0.352413       -0.202211 
        31.1924        0.710225        0.309931       -0.122356 
        29.8502        0.704465        0.293682      -0.0556063 
        30.2678        0.701674        0.326983      -0.0976489 
        31.7517        0.702998        0.372748       -0.224103 
        30.4356        0.707559         0.35708       -0.203206 
        30.1669        0.705009        0.344299       -0.163226 
        31.1367        0.700511        0.337307       -0.117286 
        31.0351         0.70102        0.344369       -0.135099 
        29.9498         0.70036        0.316863      -0.0455318 
        30.3065         0.70227        0.344496       -0.135422 
        30.6984        0.709116        0.307412       -0.115705 
          30.11        0.707185        0.327871       -0.137524 
        37.9309         0.70551        0.365054      -0.0903658 
        31.0511        0.702891        0.334036      -0.0597027 
        31.5863        0.706729        0.327844      -0.0837784 
        29.8393        0.702121        0.298003      0.00582594 
        31.4721        0.701081        0.306887       0.0266824 
         31.205        0.698089        0.274362       0.0343793 
        30.8732        0.697073         0.28676       0.0891292 
        30.3331        0.701749        0.267048       0.0897881 
        30.2339        0.698043        0.293917       0.0463663 
        29.4746        0.702422        0.279424      0.00409742 
        30.9986        0.697731        0.291693       0.0120801 
        30.4458        0.698674        0.290259       0.0645464 
        29.9355        0.698222         0.27909       0.0606076 
        34.1167        0.692049        0.321827       0.0470553 
        31.9271        0.698624        0.281352      0.00259123 
        32.5615        0.700731        0.335827      -0.0218948 
        35.9128         0.70592        0.301435       0.0269282 
        29.7899         0.70504        0.285581     -0.00561786 
        30.7965        0.707306        0.287951      -0.0219374 
        30.8461        0.708477        0.272044      -0.0464444 
        30.5483        0.706028        0.299232      -0.0297746 
        31.0747        0.701464        0.299262       0.0343169 
         30.268        0.700276        0.285906     -0.00343255 
        30.9707        0.697218          0.3188      -0.0136646 
        30.2841        0.699546        0.315661      -0.0429849 
        31.9081        0.698982        0.363858      -0.0902675 
        31.8927        0.699782        0.294649      -0.0389852 
          31.41        0.696209        0.307432      0.00972267 
        33.8489        0.695943        0.272558       0.0381226 
        30.2836        0.699722        0.306974      -0.0328986 
          31.66        0.708119        0.268711      -0.0574133 
        30.9422        0.702954        0.318226       -0.111187 
        35.3354        0.713456        0.291309       -0.171183 
        34.0967        0.704126        0.299342       -0.119005 
        34.8833        0.700974        0.295845      -0.0843891 
        30.2673        0.700642         0.32727      -0.0433585 
        29.9909        0.703384        0.306851      -0.0755862 
        29.6416        0.703671        0.286145      0.00870176 
        31.3655        0.704557        0.270696      -0.0356133 
        30.3838        0.697859        0.300798       0.0324271 
        30.2253         0.69966        0.284154       0.0100565 
        31.1405        0.695692        0.284861       0.0993115 
        29.7253        0.705497        0.263994        0.021535 
        33.5553        0.707283        0.311415      -0.0325839 
        31.8469        0.710329        0.253594      -0.0113024 
        31.8605        0.705161        0.252592     -0.00716421 
        31.7054        0.706619        0.290465    -0.000750221 
        31.2007        0.705363        0.282844       0.0255503 
        31.6279        0.709181        0.267179      0.00012802 
        32.1489         0.69796        0.272932       0.0259223 
        30.1498        0.699587        0.252471        0.138422 
        30.1063        0.697601        0.276189       0.0859382 
        32.5288         0.69587        0.232024        0.134248 
        29.6828        0.704144        0.242081       0.0655424 
        29.9657        0.705065        0.241064       0.0864009 
        30.8876        0.707769        0.233704       0.0651518 
         30.577        0.698613           0.324      -0.0223878 
        31.8672        0.704955         0.25193     -0.00423274 
        32.3839        0.694248        0.311397       0.0558308 
        33.9474        0.692349        0.282966       0.0854365 
        33.1644        0.705846        0.259264       0.0912364 
        32.3943        0.707833        0.225149        0.117515 
        29.9679        0.703007        0.213192         0.13006 
        31.4166        0.704333        0.178891        0.176169 
        32.8884        0.693797        0.198652        0.231227 
        32.3153        0.701172        0.174264        0.196985 
        33.7248        0.708052        0.186147        0.111056 
        32.0673        0.708437        0.205185        0.130642 
        30.6896        0.705117        0.187284        0.174586 
        30.2754        0.700137        0.182405        0.218931 
        30.7766        0.694307        0.200312        0.263089 
        32.2034        0.694707        0.174981        0.274982 
        31.2772        0.696116        0.174275        0.269108 
        30.0661        0.699885        0.194489        0.252299 
        31.4993        0.696747        0.211907         0.27223 
        31.4954        0.703943        0.163124         0.27963 
        30.2683        0.695391        0.187857          0.2924 
        30.8772        0.694887        0.249711        0.175363 
         29.927        0.703236        0.193884        0.191298 
        30.3547        0.703872        0.196509        0.198022 
         30.482         0.70069        0.198772         0.17107 
        33.6768        0.694059        0.239073        0.136135 
         35.553        0.691916        0.255136        0.257873 
        32.5453        0.696421          0.2313        0.247588 
        30.4258        0.697253        0.214721        0.181229 
        36.3255        0.704864        0.188528       0.0993336 
         36.049        0.711572        0.167438        0.191649 
        35.4201        0.710848        0.203431        0.141305 
        34.8472        0.712013        0.207904       0.0986894 
        31.6134        0.708193        0.206488        0.110707 
        35.9525        0.705769        0.234859        0.166444 
        40.8401        0.700096        0.283007        0.167243 
        33.7997        0.709013        0.197037        0.166305 
        37.9919        0.713736        0.157533        0.176371 
        35.7726        0.709465        0.194509        0.186761 
        35.8446        0.708549        0.170528        0.246705 
        35.9286        0.710383        0.167948        0.217187 
        30.8586         0.70515        0.185007        0.203763 
        29.7893        0.703484        0.207098        0.158881 
        30.2942        0.703292        0.208774        0.185545 
        30.6847        0.705735        0.196189        0.155039 
        30.6406        0.704634        0.178663        0.203275 
        30.6492        0.696563        0.210598         0.19633 
        30.9317        0.702295        0.203363        0.222594 
        29.9316        0.699798        0.171192        0.260991 
        31.4351        0.694415        0.247545        0.200816 
        31.0624        0.694139        0.232531         0.22176 
        32.0061        0.695187        0.258992        0.185428 
        30.6308        0.704317        0.209176        0.175882 
        33.0884        0.693655         0.21978        0.188497 
        29.8188        0.700673        0.241414         0.14427 
        29.5305        0.700284         0.19701        0.210966 
        30.0302        0.703227        0.224526        0.150938 
        29.9474        0.704461        0.219186        0.133675 
        31.4213        0.704347         0.21765       0.0829662 
         30.609        0.701247        0.237166         0.16296 
        32.4495        0.694423        0.273746        0.160729 
        33.3069        0.691043         0.24373        0.245752 
        37.3029        0.687307        0.245966        0.306703 
        36.7445        0.686574        0.236389        0.284945 
        36.5048        0.686952        0.239294        0.268979 
         35.331        0.693634        0.242405        0.274457 
          32.13        0.692649        0.215349        0.234554 
        33.0426        0.698129         0.17427        0.220849 
        33.9097        0.706326        0.194785        0.218286 
        34.9347        0.702323        0.229293        0.213909 
        34.4045        0.709822        0.169569        0.201739 
        31.3742        0.696516        0.162298        0.288277 
        35.8164        0.689654        0.250559        0.277101 
        30.5986        0.696727        0.216288        0.246396 
        33.1832         0.69637        0.251796        0.210881 
        33.7439        0.696042        0.227213        0.273134 
        32.7745         0.70062        0.142185        0.386176 
        32.0311        0.699784       0.0776195        0.459165 
        34.2404        0.695577        0.141958        0.459615 
        33.0459        0.690057        0.149704        0.407585 
        31.4772        0.693215        0.158144        0.401767 
        32.8888        0.693459        0.129118         0.38495 
        35.0463          0.6901        0.148619        0.373609 
        35.3662        0.687675        0.199509        0.383395 
        33.1769        0.691017        0.211665        0.258929 
        33.5836        0.696068        0.249888        0.221916 
        33.6244        0.700361        0.206727        0.271677 
        32.2017        0.701405        0.171515        0.313418 
        31.6688        0.705721        0.158162        0.248547 
        35.7025        0.696886        0.148874        0.268378 
         31.411        0.700695        0.145406        0.281704 
        32.4305        0.705713        0.133683        0.300731 
        30.4134        0.697147        0.135408        0.368564 
        30.8815        0.695468        0.131285        0.387279 
        32.5818        0.697806        0.132326        0.436593 
        31.4622        0.697726        0.102148        0.472418 
        31.6203        0.699497       0.0903517        0.433642 
        32.7583        0.700354        0.108922        0.354503 
        33.9161         0.68942        0.146369        0.410134 
        35.3602        0.689911        0.127936        0.416711 
        32.2368        0.694785       0.0948207        0.454813 
        32.3495        0.700063       0.0741099        0.458691 
        31.6115        0.702539        0.116008        0.374522 
        35.8743        0.705388       0.0986019        0.426512 
        32.8064        0.696757       0.0918172        0.429005 
        33.5917        0.694786        0.118076        0.381936 
         32.487        0.698645       0.0975748        0.400783 
        35.7516        0.708056       0.0943949        0.337283 
        30.6524        0.702292        0.156653        0.297911 
        30.7181        0.700031        0.138892        0.364235 
        30.6276         0.69504        0.180703         0.32763 
        31.7016        0.694291        0.210322        0.217172 
        30.5971        0.696735        0.195112        0.227348 
        33.7758        0.700269        0.132963        0.285669 
         34.551        0.701327         0.18761        0.307172 
        31.7172        0.701708        0.122122        0.329623 
        31.9341        0.691666        0.159295        0.377267 
        30.8316        0.693925        0.192148        0.304192 
         34.794         0.68782        0.198512        0.350505 
        31.0474        0.698687        0.161937        0.347687 
        31.0426        0.695154        0.184994        0.330486 
        32.9765        0.690546        0.160508        0.373849 
        32.9294        0.694309        0.190184        0.356052 
        32.2568        0.691423        0.147496        0.396949 
        35.0295        0.694916        0.193739        0.366691 
        31.7776        0.692444        0.158928        0.408248 
        31.7519        0.692322        0.160209        0.404201 
        30.5302        0.700183        0.139048        0.354903 
        31.1785        0.697623        0.148887        0.307923 
        30.4051        0.696055        0.151264        0.372809 
        30.3562        0.700077        0.139491        0.333095 
        30.8518        0.701314        0.134664        0.319943 
        34.3107        0.699804        0.126488        0.299972 
        30.8997        0.699859        0.160166        0.334577 
        30.7893        0.699224        0.125225         0.35985 
        30.4848        0.698325        0.124091        0.392837 
        30.8772        0.694432        0.125398        0.434729 
        31.0668         0.69744        0.111424        0.405663 
        31.1072        0.697049       0.0931073        0.466112 
        31.4378         0.69789       0.0877975        0.457352 
        31.8244        0.695498        0.095389        0.451938 
        32.0682        0.700494       0.0772587        0.467069 
        32.0616        0.695139       0.0713846        0.513814 
        32.5843        0.694364       0.0603184        0.601308 
        34.2307        0.694613       0.0351172        0.573309 
        34.6025         0.69553       0.0463095        0.530605 
        32.7451        0.692947       0.0714458        0.597155 
        32.8636         0.69248       0.0459747        0.601519 
        32.4872        0.691853       0.0810978         0.53286 
        34.3952        0.703104       0.0508984        0.511815 
        35.0516        0.699419       0.0800878          0.5419 
        34.4254        0.696921       0.0246105        0.575106 
        33.7904        0.700454       0.0361175        0.539438 
        31.8961        0.693131       0.0903734         0.54074 
        33.1454         0.68977       0.0700483        0.609655 
         33.296        0.692163        0.017936        0.678466 
        36.6506        0.689208       0.0561994        0.709292 
        36.4283        0.684763       0.0864842        0.633866 
        40.3827        0.683397       0.0871135        0.578591 
        31.5706        0.693427        0.095857        0.517534 
        32.0223        0.691747        0.134774        0.463305 
        32.9724        0.690446        0.126771        0.446692 
         32.334        0.691012        0.120404        0.498603 
        32.6021        0.695588       0.0615257        0.521836 
        36.3684        0.685811        0.103876        0.543787 
        37.5965        0.697881       0.0447337        0.650919 
        35.6268        0.697008       0.0692801        0.598354 
        31.8516        0.694452       0.0738527        0.523995 
        33.6551        0.695056        0.140148        0.461893 
        32.3756        0.691642        0.124315        0.438487 
        31.5048          0.6955       0.0909197         0.47214 
        30.5869        0.698256        0.124519        0.378481 
        31.4662        0.698729        0.140368        0.394627 
        31.4995        0.699522        0.161217        0.346902 
        31.6961        0.694113         0.21175        0.290543 
        31.4128        0.702387         0.12703        0.322197 
        29.9625        0.697023        0.171096        0.301688 
        30.8284        0.695785        0.197937        0.295523 
        30.2727        0.695686          0.1787        0.316021 
        29.8928        0.700201        0.202816         0.22829 
        32.5251        0.707862        0.166828        0.199163 
         32.429        0.707582        0.174272        0.166893 
         29.967        0.698802        0.212743        0.224285 
        31.8135        0.696233        0.251452        0.194333 
        31.3285        0.694054        0.232806        0.188939 
        33.3179        0.693643        0.277645       0.0760976 
        30.2482        0.700344        0.271998       0.0230134 
        30.6788        0.707946        0.280001       -0.061765 
         30.263        0.700145        0.314706      -0.0082308 
        29.6511        0.701698        0.309843      -0.0292328 
        29.9726        0.700336        0.285152        0.054558 
        29.5868        0.700062        0.287218       0.0259671 
        31.0327        0.702908        0.314979      -0.0164741 
        30.7956        0.705959        0.288085    -0.000425584 
        29.8931        0.698771        0.265504       0.0692662 
        29.4842        0.702915        0.246172       0.0697347 
        29.9249        0.703808         0.22026        0.110653 
        29.9489        0.705605        0.240268       0.0706815 
         29.303        0.702248        0.247279       0.0893152 
        30.3139        0.700163        0.246265       0.0763299 
        29.6742        0.698374        0.235022        0.144048 
        30.1305        0.697476         0.26194       0.0941724 
        29.7666        0.699153        0.252093       0.0920296 
        29.8711        0.705261        0.237854        0.078702 
        31.3753        0.709323        0.268861      -0.0130788 
        31.8399        0.701378        0.307242       0.0280039 
        29.8172        0.704171        0.272858       0.0357451 
        31.5416        0.708574         0.24539    -0.000235632 
         29.749        0.704407        0.243296       0.0590749 
        29.3557        0.703311        0.278331      0.00932746 
        30.1861        0.704472        0.274362       0.0376516 
        31.7586        0.700916          0.2507       0.0377913 
        30.2126        0.697514        0.273136        0.100948 
        30.3987        0.705604        0.239095       0.0934739 
         32.099        0.707813        0.245491       0.0754682 
        30.0698        0.706195        0.251203       0.0464426 
        30.8445         0.70734        0.233376       0.0477084 
        31.3912        0.694746        0.278114        0.119208 
        32.0023         0.69329        0.270187        0.135484 
        29.6003        0.699727        0.269651       0.0562249 
        29.9315        0.701573        0.332016      -0.0852357 
        40.3431        0.698925        0.388487      -0.0571653 
          40.09         0.68988        0.344534       -0.043068 
        34.9913        0.697032        0.360585      -0.0237874 
        33.3379        0.709362        0.247971       -0.037302 
        35.1599         0.71325        0.299882      -0.0862379 
        29.9204        0.704999        0.330457       -0.103336 
        31.3293        0.706848        0.324899       -0.165988 
        31.0704        0.708148        0.362318       -0.192818 
        30.0037        0.704297        0.333795       -0.133475 
        30.0189        0.705418        0.336323       -0.120106 
        30.5223        0.707568        0.296033      -0.0932396 
        32.4848        0.710167        0.310552      -0.0877058 
        33.1964        0.710765        0.275998      -0.0196273 
         32.133        0.709727        0.277897       -0.020796 
        30.0904        0.698266        0.284098       0.0413456 
        33.7256        0.700858        0.225084        0.073862 
        31.9657        0.709304        0.218768       0.0767305 
        31.9906        0.698852        0.300993       0.0664708 
        32.1326        0.706259        0.268132       0.0557507 
        35.1589        0.693852        0.326921       0.0753982 
        33.8468        0.692336        0.317997       0.0431297 
        32.1635        0.695891        0.339218       -0.021081 
         31.287        0.700621        0.310789       0.0191982 
        29.8209        0.700984        0.285889       0.0435466 
        29.7512         0.69926        0.273473       0.0515212 
        30.3571        0.703431        0.261199       0.0825362 
        32.0436        0.704005         0.25423        0.113851 
        32.3644        0.706534        0.198694        0.103193 
        35.3848        0.702594        0.186679        0.128702 
        32.7829        0.708831        0.228616       0.0177102 
        32.9812        0.710187        0.276957      -0.0138879 
        31.0812        0.707488         0.28117     -0.00560602 
        35.5713        0.699912        0.322408       0.0464527 
        32.3033        0.694936        0.327747      0.00243599 
        30.8393        0.696389        0.295848       0.0548589 
         30.275         0.69863        0.272498        0.102691 
         32.513        0.709099        0.207385         0.12257 
        32.6852        0.707871        0.225064        0.121354 
        32.2106        0.708462          0.2118       0.0706255 
         37.018        0.706652        0.236816        0.158529 
        35.6867        0.696334        0.196076        0.173084 
        36.8961        0.693108        0.210219        0.179345 
        38.0769         0.68766        0.223533        0.241582 
        32.5052        0.691561        0.204898        0.273392 
        32.8609        0.693178         0.21173        0.314637 
        32.4216        0.691082        0.206384        0.297416 
        30.2794        0.695759        0.162022         0.33334 
        31.3138        0.698209        0.150151        0.379756 
        30.5376        0.698143        0.127228        0.373799 
        31.0586        0.701808        0.128414         0.33128 
        31.7252        0.692312        0.123786        0.444494 
        31.8408        0.699477        0.122203        0.424162 
        32.9524        0.696794        0.111064        0.380734 
        30.8182        0.694693        0.163694        0.327799 
        32.6128        0.690932        0.184759        0.326334 
         35.397        0.689773        0.176763        0.318402 
         34.879        0.701731        0.130723        0.268502 
        34.8169        0.704922        0.114429        0.289268 
        31.0138        0.698534        0.171927        0.246604 
        30.3948        0.696121        0.246687        0.171215 
         29.471         0.70036        0.278875       0.0390949 
        30.4182        0.697486        0.285599       0.0441662 
        29.7501        0.705359        0.266861       0.0234873 
        30.3902        0.699406        0.261569       0.0538763 
        33.7852        0.701742        0.262327      -0.0151099 
        33.9569        0.712928        0.239905     -0.00733461 
        37.0875        0.710148        0.280171       0.0218453 
        34.3073        0.707984        0.320189      -0.0534324 
        33.0443        0.705973         0.23844      0.00560721 
         32.416        0.708054        0.290954      -0.0138966 
        31.6123        0.703491        0.315774      -0.0163132 
        32.5385        0.706457         0.34484       -0.104964 
        29.8133        0.703054        0.332124       -0.106282 
        31.0649        0.700912        0.374343        -0.15196 
        30.1161         0.70606        0.343567        -0.14514 
         32.314        0.709761        0.314699      -0.0917667 
        30.8617        0.707154          0.3223       -0.154599 
        35.1879        0.708715        0.361371       -0.143779 
        31.9989        0.705135        0.389131       -0.199295 
        30.4997        0.702828        0.363448       -0.176917 
        31.9256          0.7119        0.330881       -0.191662 
          32.92        0.704626         0.41238        -0.23707 
        35.1284        0.706903        0.393489       -0.192708 
        34.1326        0.697026        0.400417       -0.204918 
        30.3137        0.704306          0.3616       -0.162007 
        34.3786        0.693975        0.372816      -0.0800351 
        37.6839        0.693079         0.40655      -0.0945567 
        31.5158        0.699826        0.379607       -0.171586 
        31.2885        0.700349        0.377253       -0.173456 
        31.5776        0.705638        0.379187       -0.262608 
        31.0573        0.704497        0.367068       -0.219846 
         31.956        0.708915        0.325551       -0.189232 
        32.0484        0.710366        0.352558       -0.187552 
        31.6549        0.710046        0.332916       -0.147292 
        31.7623         0.70184         0.33185       -0.033428 
         36.752        0.694012        0.394265      -0.0749288 
        36.8968        0.691555        0.383691      -0.0603196 
        35.5863        0.697559         0.33029       -0.113164 
        30.7988        0.704365        0.381427       -0.199806 
        40.0567        0.712284         0.35395       -0.140281 
        40.1446        0.705166        0.387325       -0.120681 
        32.8535        0.707679        0.345789        -0.11949 
        31.1194        0.708907        0.335368       -0.143321 
        30.9091        0.702406        0.325154       -0.117389 
        30.8851        0.706185        0.270806      -0.0403585 
        30.0023        0.702949        0.296772       0.0044113 
        29.9963        0.700762        0.327606      -0.0632414 
        31.6574        0.699568        0.361044      -0.0903709 
        30.2767        0.701961        0.353929       -0.129268 
         31.953        0.711537        0.318823       -0.146132 
        37.1539        0.713631        0.278432       -0.160187 
        37.6976        0.710177        0.276401       -0.143387 
        35.1244        0.711378        0.323628       -0.102622 
        35.6544        0.704038        0.334584       -0.201846 
        31.0034        0.705828        0.348229       -0.198124 
         30.746        0.706145        0.342352       -0.184667 
        30.2944        0.707003         0.34778       -0.164881 
        31.0754        0.701566        0.376567       -0.158271 
        31.5386        0.698743         0.35939       -0.126809 
        33.1775         0.69962        0.386623       -0.128225 
        32.0316          0.7033        0.386731       -0.174431 
        32.3623        0.712265        0.303356       -0.143222 
        31.7727        0.704202        0.349169      -0.0975557 
        32.8303        0.709067        0.326309      -0.0977515 
        32.6238        0.710083        0.345563       -0.157661 
        31.4601        0.708761        0.321134       -0.171174 
        32.2432        0.700359        0.358055        -0.16929 
        34.0442        0.702677        0.364271       -0.231898 
        31.8495          0.7042        0.366211       -0.136269 
        31.7772        0.707891         0.34278       -0.215778 
        30.5708        0.707137          0.3314       -0.165984 
        30.3028        0.706775        0.340283       -0.172436 
        30.1013        0.706914          0.3319       -0.133998 
