#          Chi2            h           Omegam           Omegak          
        30.3559         0.70737        0.283025      -0.0586248 
        31.4444        0.709545         0.30973      -0.0938763 
        30.0537        0.703159        0.301743     -0.00794835 
        32.2321        0.709885        0.272012      -0.0109734 
        34.0561         0.71306        0.247156     -0.00944667 
        30.3222        0.706933        0.270812      0.00587117 
        29.4074        0.703936         0.27432       0.0136036 
        29.5498        0.702658        0.309814      -0.0531914 
        30.0068        0.706794        0.275224      -0.0200838 
        30.3646        0.698702        0.310095      -0.0189804 
        30.6142        0.698741        0.330787      -0.0526522 
        30.6924        0.701567        0.336418        -0.12249 
         36.497        0.704676        0.381701       -0.128505 
        36.7693          0.6971        0.383017      -0.0591297 
        37.4191        0.698753        0.408594        -0.12628 
        38.7752        0.706915        0.376829       -0.127219 
        41.8966        0.703738         0.30409       -0.172346 
        41.6724        0.704549        0.395983       -0.123356 
        41.8762        0.690315        0.429823       -0.100213 
        37.9322        0.693027        0.433193       -0.176535 
        39.3719        0.693886         0.42431       -0.118436 
        37.1834        0.697681        0.438389       -0.196153 
        38.0858        0.694041        0.420047       -0.230014 
        33.7519        0.700112        0.428349       -0.233177 
        32.1543        0.700581        0.409955       -0.232944 
        30.9953        0.705762        0.363522       -0.225186 
        30.6527        0.706039        0.373306       -0.234023 
        30.6443        0.706579        0.365734       -0.226257 
         33.075        0.701116        0.407713       -0.275321 
        36.9242        0.695192        0.451094       -0.263704 
        34.8851        0.696868        0.416921       -0.237426 
        34.4207        0.700477         0.45183       -0.289226 
         33.891        0.707227        0.381885       -0.182595 
        31.1672        0.705993        0.401512       -0.262804 
        31.8742        0.711535        0.375377       -0.282756 
        34.8247         0.71147        0.332813       -0.250942 
        35.4652        0.711721        0.347073       -0.288303 
        34.3801        0.710785        0.338063       -0.254136 
        31.4619        0.710871         0.35354       -0.232098 
        31.6244        0.710841        0.331071       -0.196736 
        33.9268        0.709413        0.388722       -0.226518 
        34.7738        0.697403         0.40865       -0.236661 
        36.2581        0.700585        0.416132       -0.170236 
         31.811        0.698848        0.345509       -0.116038 
          30.28        0.705318        0.313212        -0.11206 
        31.8007        0.699228        0.377021       -0.167032 
        33.0533        0.701373         0.41086       -0.204134 
          34.05        0.697347        0.419985       -0.223716 
        35.0695        0.703683        0.400983       -0.174571 
        34.4931        0.706834        0.364542       -0.132802 
        37.4768        0.708884        0.373969       -0.154885 
        31.3879        0.710696        0.311622       -0.140629 
        32.8302        0.713101        0.320908        -0.19458 
        30.1227        0.706382        0.347345       -0.170062 
        33.4155        0.698846        0.345321       -0.138931 
        30.5573        0.700179        0.324379      -0.0772542 
        30.3829        0.702235        0.339108       -0.128973 
        30.2643        0.703246        0.348705       -0.117634 
        31.0017        0.705376        0.337895        -0.09765 
        31.5687        0.696411        0.323764       -0.022226 
        30.8579        0.697524         0.31921      -0.0184767 
        29.9923         0.70389        0.348687       -0.144781 
         34.685        0.694578        0.388585       -0.134279 
        30.1244        0.704866        0.356648       -0.166938 
        33.3643          0.7007        0.337943       -0.150738 
        37.8794        0.706108        0.351555       -0.068386 
        33.4699        0.694848        0.350474      -0.0177141 
        31.5734        0.698791        0.347704      -0.0542021 
        31.2404        0.702203        0.327155      -0.0338099 
        30.4017        0.702691        0.283725      -0.0312415 
        30.1972        0.706441        0.245871       0.0544105 
        37.4038        0.707845        0.163801        0.130378 
        32.4026        0.702961        0.179315        0.169467 
        46.5657        0.701629        0.114781        0.238679 
        35.4836        0.710492        0.151954        0.229513 
        35.6253         0.70895        0.173219        0.232409 
        34.8195        0.707572        0.187224        0.222128 
        36.1914        0.704264        0.183871        0.289984 
        35.4427        0.703051        0.175832        0.315965 
         30.145        0.696731        0.156273        0.334246 
        29.6482        0.699363        0.191172         0.24801 
         30.235        0.696534        0.197305        0.235939 
        32.7052        0.700051        0.163128        0.352659 
        32.6029        0.690616        0.195267        0.328215 
        33.4641        0.689659        0.176911        0.404132 
        32.9028        0.689983        0.123657        0.469241 
        31.4995        0.695828       0.0763073         0.51512 
         34.991        0.688106       0.0909911        0.537555 
        35.2846        0.688412         0.10579         0.49407 
        32.4802        0.691584        0.128617         0.48911 
        32.6278        0.690206        0.107152        0.523379 
        34.3754        0.690965       0.0600294        0.561459 
        32.0012        0.695312       0.0602974        0.546844 
        31.8484        0.699216       0.0843976        0.486814 
        33.4369        0.701898       0.0696883        0.496896 
        31.6737         0.69918       0.0867547        0.478506 
        31.1319        0.694589        0.124329         0.45301 
        31.0781        0.695457        0.126234        0.443734 
        30.5368        0.699131        0.124445        0.385048 
         30.953        0.696793        0.099909         0.46259 
        31.0945        0.695922       0.0973266        0.465824 
        30.4817        0.696186        0.137184         0.39826 
        29.7676         0.69774        0.183065         0.27081 
        29.8958        0.698313        0.181543        0.285843 
        29.9378        0.696919        0.194306        0.269273 
        30.1771        0.695833        0.185159        0.297521 
        31.9421        0.705768        0.154205        0.263576 
        30.1063        0.696114        0.219057        0.210301 
        31.5122        0.693591         0.23142        0.198396 
        33.1807        0.705229        0.210123       0.0735726 
        33.7939        0.711328        0.237002      -0.0192599 
        32.7673        0.708554        0.226949       0.0225645 
        32.5579        0.707786        0.175777         0.15996 
        34.7728        0.709947        0.178663        0.114532 
        34.0534        0.707471        0.161934        0.169347 
        34.2256        0.700973        0.130226        0.281729 
        35.7572         0.70488        0.124257        0.255187 
        33.1056        0.697812        0.185283        0.337893 
        30.7838         0.69879         0.13929        0.381933 
         31.855        0.700928       0.0956658        0.405419 
        31.2606        0.696262        0.119866        0.453456 
        30.9959        0.695693        0.110547        0.433994 
        33.3996        0.698047       0.0948266        0.513967 
        32.4341        0.699114       0.0552259        0.531652 
        32.1298        0.694426       0.0784742        0.503108 
        36.3254        0.685738        0.118713        0.580912 
        34.9216        0.686986        0.102571        0.588602 
        34.5818         0.68709        0.109348        0.550171 
        32.3743        0.698211       0.0953558        0.496095 
        31.8178        0.696096        0.109537         0.48521 
        35.0314        0.690261       0.0676083        0.546742 
        36.1445        0.685334        0.124313        0.533876 
        35.6381        0.688303        0.173048        0.454854 
        34.5931        0.687637        0.174392        0.409287 
        36.9438        0.685551        0.199549         0.37826 
        36.6074        0.686165         0.21113        0.340733 
        33.1332        0.691679        0.211508        0.323243 
        31.7796        0.693323        0.173654        0.377099 
        33.2354        0.701214        0.136857         0.39365 
        38.1521        0.706887        0.149533        0.332995 
        30.4913        0.699044        0.164108        0.269126 
        37.2452        0.699266        0.142913        0.245242 
        35.5978        0.709806        0.185663        0.194504 
         29.899         0.69856        0.178316        0.258072 
        29.9968        0.699368        0.163048        0.284398 
        31.9504        0.698948         0.19958         0.28374 
        30.9578        0.696107        0.213853        0.191031 
        31.8677        0.705918        0.161691        0.211883 
        31.1823        0.705358        0.174123        0.194993 
        31.2263         0.70282        0.149365        0.262707 
          34.68        0.701993        0.190233        0.294777 
        33.7486         0.68974        0.229294        0.277424 
        36.7144        0.687439        0.250438        0.282548 
        31.2064        0.693712        0.233512        0.217415 
         31.814        0.696635        0.221689        0.152805 
        30.9061        0.698085        0.244026        0.183387 
        30.2951        0.698375        0.243001        0.171472 
        29.9459         0.70421        0.209828        0.140903 
        34.8869        0.699599        0.182649        0.170164 
        30.2278        0.697448        0.196293        0.274643 
        30.8983        0.704089        0.162556        0.258727 
        29.6158         0.70138        0.193853        0.210104 
         30.116        0.700968        0.226127        0.179413 
        29.7165        0.698088        0.229014        0.184676 
        30.4998        0.704359        0.181397        0.210496 
         30.515        0.703126        0.195201        0.159514 
        29.7455        0.704494        0.234271       0.0985707 
        30.1863        0.697061        0.270717       0.0975905 
        31.3383        0.708033        0.215043       0.0923148 
        29.3294        0.702086        0.239636         0.10138 
        29.5026        0.698872          0.2438        0.131673 
        31.2964        0.707281        0.226326        0.105127 
        33.9174        0.709896        0.215453        0.118671 
        31.1107        0.708037        0.256893       0.0309179 
        31.3103        0.705201         0.24782       0.0102515 
         32.194         0.69539        0.286426       0.0434981 
        32.2312        0.705033        0.306888     -0.00767542 
        29.5888        0.703071         0.29126      -0.0301308 
        29.3928        0.701445        0.277607       0.0249221 
        30.4731        0.697411        0.298816        0.036372 
         31.676        0.696232        0.305278      0.00451385 
        30.8033        0.701147        0.353284      -0.0985849 
        31.9433         0.69962        0.338953      -0.0291317 
        30.8008        0.696317        0.291654        0.056987 
        30.5051        0.704233        0.266988      -0.0122573 
        30.1992        0.700485        0.304889      -0.0397909 
        30.6091        0.698953        0.296163     -0.00908091 
        34.6567        0.706059        0.248226      -0.0310553 
        32.0868         0.70916         0.23838      0.00586588 
        29.4826        0.702569        0.255569       0.0824784 
        29.4959        0.703949        0.274516     0.000935102 
        30.3306        0.700119        0.290973      -0.0120339 
        29.8895        0.700659        0.304958      0.00127369 
        33.7913        0.698375         0.31586      -0.0810995 
         31.485        0.698512        0.361134       -0.118103 
        31.3691        0.700827        0.381649       -0.161868 
        30.1581         0.70479        0.338538        -0.15149 
        31.3031        0.710574         0.33204       -0.185667 
        31.8523        0.708323        0.326935       -0.187406 
        31.7845        0.700137         0.39404       -0.194375 
        31.5187        0.707833        0.326856       -0.179345 
        30.2997        0.704988        0.356926       -0.156741 
        31.1577        0.704182        0.339289      -0.0839308 
        30.5298        0.704384        0.336415      -0.0914181 
        30.0486        0.700602        0.323235      -0.0419347 
        30.1021        0.702251        0.279971      -0.0132418 
        29.5502        0.701815         0.29015      -0.0117504 
        30.0056        0.706665        0.268962     -0.00503206 
        30.0119        0.702733        0.302733      -0.0612408 
        31.4047        0.707539        0.280905    -7.60482e-05 
        29.7684        0.699338        0.266941       0.0965441 
        32.8075        0.698136        0.294558       0.0972768 
        30.8541        0.697013        0.249224        0.106857 
        29.9256        0.697014        0.238155        0.170316 
        30.1649        0.697816         0.23771        0.183143 
        31.4398        0.701238        0.263083        0.120781 
        31.2726        0.697469        0.236102         0.11855 
        31.5478         0.70297        0.268021       0.0920608 
        30.9304        0.698406        0.268664        0.126801 
        35.0359        0.703785        0.275697        0.100704 
         32.714        0.699477        0.266533        0.146379 
        30.7758        0.703443        0.215924        0.103131 
        30.4298        0.704876        0.216793        0.147444 
        31.1619        0.703535        0.250051        0.117113 
        30.1691        0.702258         0.26908       0.0766253 
        29.3925        0.700834        0.261407       0.0835671 
        29.4758        0.701894        0.258429       0.0845827 
         29.704        0.699001        0.250649       0.0998958 
        29.4175        0.701532        0.245196        0.113538 
        29.8889        0.705516        0.255713       0.0224516 
        30.0452        0.703287        0.244666       0.0529606 
        30.1861        0.699188        0.312783       -0.025233 
        30.8767        0.698206        0.319196       0.0038733 
        31.7264        0.709148        0.309441      -0.0800234 
        30.6753        0.707682        0.297481       -0.100769 
          31.01        0.708058        0.328203       -0.114907 
        31.3176        0.697518        0.340832      -0.0584626 
        31.5193        0.699116        0.336053      -0.0265228 
        31.6111        0.709163        0.264122        0.005695 
        30.8566        0.696034        0.284021       0.0908154 
        29.7908        0.699257        0.268458       0.0585828 
        30.3415        0.703508        0.279509       0.0427966 
        30.7021        0.701226        0.265973       0.0163301 
        29.8164        0.704483        0.248722       0.0430217 
        29.3208         0.70222        0.264212         0.05907 
        29.5956        0.703073        0.279997       0.0284293 
        30.8758        0.700129        0.258124       0.0430503 
        31.4738        0.707234        0.255936        0.055365 
        29.5862        0.704978        0.281169      -0.0197286 
        30.6338        0.698254        0.307361      -0.0150634 
        30.1245        0.699362        0.310916      -0.0244175 
        32.7699        0.698275        0.311983      -0.0612442 
        30.4578        0.702206        0.331705       -0.117988 
        32.3293        0.709362        0.318529       -0.181964 
         37.237        0.714692        0.312234       -0.114165 
        30.6775        0.708847        0.304031      -0.0916685 
        31.8441         0.69664        0.344761      -0.0483035 
        31.3436        0.699175        0.338738      -0.0373713 
        30.9577         0.70305        0.303628      -0.0838901 
        33.6708         0.70825        0.359465       -0.148132 
        30.6751        0.702836        0.378377       -0.193594 
        32.0252        0.708306        0.336655       -0.209657 
         31.759        0.709349        0.320431       -0.177151 
        33.6977        0.713761        0.322969       -0.165075 
        33.8314        0.713864        0.300864       -0.124095 
        29.4458        0.703874        0.281403     -0.00915444 
        31.0857        0.708915        0.280152      -0.0320804 
        30.0449         0.69994        0.265961       0.0449078 
        30.2067        0.698331        0.287901        0.028683 
        30.7571        0.697256        0.311213      0.00875127 
        29.5805        0.701517        0.265724       0.0372627 
        33.3707        0.694121        0.317313       0.0695517 
        32.4444         0.70482        0.301115       0.0098193 
        29.4827         0.70451        0.283544      -0.0116492 
        29.5717        0.700357        0.282325       0.0454415 
        30.1631        0.706741        0.266537      -0.0131781 
        29.5837        0.703215        0.257228       0.0386563 
        31.0973        0.708502          0.2403       0.0403168 
        35.9202        0.710218        0.201607       0.0425233 
        30.6896        0.704464        0.279508       0.0366723 
        29.5582        0.704574        0.277131      0.00921486 
        30.0821        0.703492         0.27997      -0.0252922 
        29.7945        0.701402        0.320282      -0.0505744 
        30.4183        0.699178          0.3287      -0.0505151 
        32.4189        0.705496        0.308741       -0.135715 
        29.8232        0.703679        0.334272        -0.10331 
        31.5843        0.705935        0.355844       -0.136183 
        33.4898        0.704439        0.373118        -0.13413 
        33.5245        0.702745        0.369358       -0.107362 
        31.1461        0.704385        0.329027      -0.0630169 
        31.5055        0.700143        0.312037      -0.0721783 
         31.396        0.703667        0.334466      -0.0633891 
        31.0555         0.70829        0.257955      -0.0193164 
        36.3416        0.703805        0.203534       0.0738555 
        34.0203        0.706559        0.228165       0.0155657 
        31.0546        0.703069        0.301343       0.0124865 
         30.655        0.704781        0.272369      -0.0306113 
        29.6511        0.701855        0.305797       -0.043208 
        30.7992        0.703973        0.268687      -0.0185023 
        30.3424        0.703206        0.359878       -0.171359 
        30.6579        0.708045        0.346678       -0.166468 
        32.2776        0.702961        0.349193       -0.188271 
        32.0322        0.701719        0.402645       -0.205641 
        32.2363        0.698806         0.38795       -0.154012 
        30.8299        0.700157        0.357821       -0.130155 
        30.3981         0.70791        0.321858       -0.142691 
        32.0584         0.70905        0.327123       -0.109893 
         32.111        0.710897        0.265433      -0.0539737 
        31.6109        0.709139        0.284218      -0.0944269 
        30.7259        0.709041        0.303852       -0.112171 
        31.3316        0.710513        0.316473       -0.136653 
        32.1474        0.704696        0.335069       -0.178332 
        34.4508        0.700096        0.336513       -0.150356 
        32.0319        0.699429        0.370217       -0.169666 
        33.5987        0.706899        0.315979        -0.17402 
        31.1458        0.709893        0.333006       -0.188483 
        31.2151        0.706768        0.346751       -0.132523 
        30.0862        0.706362        0.343301       -0.163117 
        33.4067        0.710045        0.313285      -0.0787584 
        29.7391        0.703516        0.326408       -0.100577 
        33.9778        0.697284         0.41662        -0.21876 
        32.9435        0.698435        0.403179       -0.209548 
        32.5188        0.702648        0.366061       -0.218635 
        30.9326        0.707807        0.359678       -0.184503 
        31.1785        0.699732        0.352288       -0.128514 
        32.3671        0.700366        0.361659      -0.0830768 
        31.1434        0.698031        0.337097      -0.0674107 
        29.6848        0.700362        0.294317    -0.000746748 
        30.2379        0.700248        0.299509       0.0281887 
        29.4403        0.700507        0.261173       0.0662267 
        30.0424        0.705145        0.235057       0.0979513 
         30.767        0.701867        0.240927       0.0611775 
        31.4452        0.701909        0.299549       0.0345309 
        31.3315        0.699305        0.315269       0.0196244 
        32.7645        0.694892        0.293132       0.0319298 
         32.398        0.693955         0.30812       0.0524366 
        30.9137        0.705554        0.310153      -0.0396939 
        29.9905        0.700094        0.292014     -0.00489168 
         32.862        0.707037         0.24631      -0.0170393 
        29.7566        0.698864        0.261098        0.111413 
         30.203        0.699707        0.260043        0.121998 
        30.7875        0.702422        0.252442        0.120558 
        31.4416        0.698855        0.226892         0.11628 
         30.754        0.700973        0.238177       0.0766891 
        30.1801        0.701353        0.254289        0.118306 
        29.6813        0.698039        0.232894        0.155863 
        30.2464        0.698671        0.231579        0.128263 
        32.6379        0.693226        0.297867       0.0783884 
        30.6385        0.706914        0.258371       0.0391667 
        30.3551        0.696627        0.271303       0.0976122 
        34.7696        0.691175        0.318647       0.0744826 
         35.153        0.694349        0.341345       0.0380804 
        35.2946        0.698912        0.334711       0.0255713 
        31.0449        0.703217        0.300097       0.0133985 
        30.1425        0.700755        0.334221      -0.0717071 
        31.2288        0.698923        0.352386      -0.0784886 
        31.2507        0.700775        0.357694      -0.0965806 
        29.7339        0.704636        0.327497       -0.109458 
        31.3414        0.703198        0.353717       -0.104356 
        32.6701        0.712473        0.287045      -0.0984395 
        31.0511        0.707651        0.294396       -0.102164 
        33.6666        0.713789        0.282631       -0.109189 
        29.6138        0.703823        0.313024      -0.0763408 
        31.6902        0.704157        0.306851     -0.00344665 
        31.6534         0.70983        0.280887      -0.0873449 
        34.0669        0.696756        0.304297      -0.0377248 
         29.506        0.699268        0.254878       0.0986739 
        29.3869        0.702061         0.23076        0.118136 
        31.4208        0.697497        0.229347        0.129803 
        32.2363        0.702889        0.248607        0.141696 
        31.3127        0.694325        0.258862        0.165352 
        29.8925        0.701938        0.184155        0.214538 
        36.5291        0.702096        0.208961         0.27057 
        33.5929        0.698815        0.204082         0.29387 
        33.3149        0.695678        0.206259        0.316266 
        32.9102        0.699738        0.217668        0.249107 
        31.2571        0.701521        0.143478        0.283645 
        30.5801        0.700671         0.14012         0.31615 
        31.4451        0.696083        0.187471         0.32751 
        31.5332         0.69229        0.175503        0.344025 
        31.9311        0.692222        0.190141        0.343759 
        32.9518        0.692778        0.156438         0.43674 
        31.5051        0.692887        0.127285         0.46214 
        35.0909        0.706034        0.113831        0.379863 
        30.5003        0.699367        0.177898         0.29948 
        30.0658        0.696488         0.19423        0.276185 
        32.2559        0.697963        0.218644        0.257783 
         31.386        0.698199        0.209599         0.16215 
        32.1741        0.700163        0.226374       0.0932527 
         31.489         0.70856        0.220864       0.0783381 
        29.7429        0.702917         0.22416        0.147574 
        29.6097        0.703856        0.233164        0.106776 
        30.9822        0.701732        0.226595        0.090615 
        30.8195        0.704059        0.248209        0.108622 
        33.9296         0.70149        0.174348        0.177978 
        35.7355         0.69337        0.206637        0.192135 
        29.4611        0.702187        0.220709        0.150461 
        30.4453        0.702614        0.257278        0.102535 
          30.83        0.700875        0.203789           0.152 
        33.5974        0.690619         0.25643        0.192814 
        29.5355        0.701398        0.224017        0.161812 
        32.3976         0.70155        0.205235         0.12262 
        33.7612        0.701971        0.191114        0.137282 
        34.4143        0.708756         0.21443         0.14762 
        34.2288        0.692756        0.241163        0.148779 
        34.4739        0.691511        0.284236        0.172632 
        30.3931        0.699875        0.247612         0.15138 
         35.076        0.701395        0.249201        0.184743 
        29.9281        0.698708        0.212767        0.175409 
        31.4541        0.703415        0.213677        0.195317 
        31.3087        0.695356        0.254119        0.182103 
        33.6523        0.691307        0.267875        0.145574 
        31.1641        0.695271         0.25532        0.123366 
        29.9264        0.699247        0.221901        0.200774 
        32.0092        0.701876         0.19933        0.251054 
        32.1363        0.706047        0.229468        0.135496 
        30.2973        0.705745        0.235839       0.0932289 
        32.6609        0.709101        0.187937        0.139711 
        35.5333        0.709951        0.165053        0.225395 
         32.295        0.706729        0.166719        0.188159 
        36.7843        0.709882        0.177941        0.219679 
        36.1992        0.708079        0.179121        0.102311 
        33.4431        0.703903        0.184035        0.140458 
        38.4233        0.698761          0.2156       0.0845767 
         29.825        0.705228        0.247119       0.0471679 
        31.3623         0.70688        0.257344       0.0567067 
        30.0224        0.705264         0.23064        0.100578 
        30.7147        0.702367        0.255955        0.024773 
        32.0586        0.695366         0.27632       0.0643988 
        33.5688        0.692556        0.276875       0.0976688 
        29.5875        0.699467        0.240336        0.117044 
        29.8933        0.702213        0.239719       0.0764762 
        30.6123        0.705505        0.195315        0.166576 
        30.5571        0.704441        0.185484        0.181479 
        30.6492         0.69524        0.220496        0.241759 
        30.6755        0.695478        0.249695        0.172207 
         29.468        0.698981        0.221309        0.175536 
        31.0913        0.704274        0.205152        0.193102 
        33.5485        0.698159        0.212347        0.133275 
        32.3986        0.697939         0.22307        0.250392 
        30.1969        0.696379        0.226019        0.213289 
        31.0204         0.69521        0.233165        0.224155 
        30.6731        0.704812         0.18314        0.206158 
        29.5214        0.699175        0.201121        0.222026 
        30.1529        0.701637        0.187753        0.244419 
        29.7214        0.697901        0.247017        0.135705 
        31.4988        0.693935        0.264136        0.146682 
        31.1412        0.704752        0.220903       0.0770588 
        29.5171        0.702056        0.256434         0.05272 
        31.5725        0.698352        0.311163       0.0396137 
        29.4407        0.701216        0.281376        0.018786 
        29.6258          0.7049        0.261301       0.0361356 
        29.9498        0.706134        0.297165        -0.04403 
        30.2024        0.705391        0.301843      -0.0879826 
         29.695        0.703426        0.300849      -0.0557072 
        31.2967        0.700394        0.278391     -0.00721936 
        31.5584        0.707317        0.242579      0.00755385 
         32.605        0.708338         0.23497      0.00623232 
        35.4785        0.714559         0.24091        -0.03943 
        30.6122        0.708337        0.312082      -0.0969019 
        32.3979        0.703348        0.265582      -0.0255644 
        32.4641        0.703698        0.327102      -0.0332907 
        31.2754        0.701512        0.381276       -0.164981 
        32.2026        0.701951        0.362836       -0.199717 
        38.0168        0.698269        0.395509        -0.26395 
        35.1184        0.695957        0.413702       -0.160109 
        34.1458        0.695107        0.382727       -0.130766 
        34.8043        0.702847        0.378485       -0.116358 
        31.1146        0.699768        0.366781        -0.13577 
        30.4648        0.708504        0.320462       -0.137181 
        30.5937        0.707227        0.360631       -0.188315 
         32.767        0.704408        0.402727       -0.308189 
        31.8983         0.71014          0.3654       -0.215329 
        30.7703        0.705244        0.389369       -0.248212 
        30.5122        0.707994        0.348836       -0.177985 
        30.6058        0.705337        0.361333        -0.16193 
        30.4626        0.703465        0.371773       -0.190911 
        33.9153        0.698238        0.377682       -0.191597 
         33.762         0.69849         0.37017       -0.181227 
        31.6972        0.699353        0.354674      -0.0716686 
        30.8459        0.701781         0.33638       -0.128622 
        30.9327        0.700723         0.34051      -0.0593439 
        29.7325        0.702975        0.323719      -0.0715841 
        31.3559        0.703654        0.338666      -0.0734971 
         29.967        0.702335        0.318492      -0.0836877 
        30.0783        0.700419        0.328194      -0.0609874 
        29.6719         0.70556        0.299364      -0.0600781 
        30.2287        0.701627        0.291308       0.0355984 
        30.7051        0.698628        0.333517      -0.0557251 
        30.9581        0.698466        0.340896      -0.0591821 
        34.5685        0.697181        0.366082      -0.0432366 
        36.1415        0.702887        0.366509      -0.0777084 
        32.2626        0.706846         0.30795      -0.0335473 
        30.1722        0.705717        0.310416      -0.0581807 
        30.7054        0.705494        0.343474       -0.117854 
         31.227        0.710208        0.316719       -0.131635 
        32.3637        0.701882        0.345169      -0.0565981 
        33.8915        0.694034        0.358714      -0.0420274 
        31.1919        0.699129        0.308491       0.0344115 
        30.9683        0.697901        0.331443      -0.0320604 
        34.1617        0.708452        0.311411      -0.0428717 
        34.9936        0.711155        0.263152       0.0206942 
        33.5402         0.70813        0.253402      -0.0464553 
        29.6303        0.704592        0.310933      -0.0641038 
         29.996        0.705166        0.285485      -0.0474025 
        29.7265        0.705069        0.274944       0.0130574 
        30.4142        0.698598        0.303748       0.0295176 
        29.7605        0.699789        0.279223       0.0308997 
        30.7763        0.696339        0.275216       0.0759126 
         30.661          0.7002        0.295168       0.0479623 
        32.8345        0.705072        0.215544       0.0658026 
        32.1196        0.694873         0.24822        0.124993 
         30.179        0.696326        0.241538        0.172506 
        32.7539        0.692446        0.281234        0.126991 
        34.4749        0.692049        0.309877        0.107019 
          32.51        0.697381        0.306984       0.0701352 
        29.5206        0.700711        0.285464       0.0160612 
        32.2622        0.697445        0.300395       -0.020105 
        32.6473        0.696904        0.338018      -0.0824224 
        32.5681        0.702999        0.365032       -0.111171 
        32.4441        0.696587        0.364655      -0.0962619 
        34.3363        0.700616        0.345591      -0.0237346 
        32.6561        0.709994        0.244189      -0.0190566 
        37.8301        0.715012        0.290609      -0.0717772 
        33.0266         0.69873        0.340794       -0.124329 
        30.9099        0.701559        0.303847      -0.0664215 
        30.0686        0.706034        0.280838     -0.00390653 
        30.7098        0.703352        0.281651      -0.0386999 
        32.4438         0.70326        0.233055       0.0449612 
        34.8332        0.697117        0.248817       0.0597177 
        34.8722        0.698743        0.291448        0.120081 
        33.2592        0.697711        0.295762        0.103209 
        36.1656        0.690181        0.304525        0.147962 
        39.1708        0.686708         0.31678         0.13819 
         36.133        0.690711        0.333473       0.0697482 
        34.9575        0.691286        0.327544       0.0543337 
        35.3516        0.692645        0.333403       0.0635856 
        30.5698        0.697132        0.293835       0.0580244 
        29.3519        0.699989        0.233578        0.143103 
        32.0049        0.700995        0.246199       0.0436573 
        30.3981        0.706995        0.304482      -0.0604195 
          30.84        0.702565        0.307572       -0.084529 
        30.7138        0.697264        0.308699       0.0184198 
        30.2595        0.699034        0.306699       0.0153956 
        31.4363        0.696735        0.273038       0.0556403 
        31.4291        0.694064        0.257467        0.146218 
        31.4558        0.696728        0.263328       0.0737368 
        31.3406        0.695393        0.291972       0.0842022 
         32.601        0.704424        0.277393       0.0667329 
        32.7571        0.706033         0.21499       0.0617848 
        31.3426        0.702589        0.245178       0.0371069 
        31.0939        0.704543        0.260977      -0.0108822 
        30.1623        0.700111        0.324047      -0.0385643 
        31.9043        0.696919        0.326813      -0.0500202 
        33.4762        0.693474        0.334259        0.013662 
        32.9928        0.695807        0.277306       0.0408219 
        30.0211        0.702189        0.284863       0.0397989 
        31.4223        0.705747        0.244433       0.0127966 
        29.9636        0.699195        0.297938      0.00538937 
        29.5808        0.703937        0.273101    -0.000120124 
        29.6802        0.703579        0.259636       0.0274754 
         38.591        0.701327        0.280269         0.14535 
        31.2304        0.694756        0.271872        0.128291 
        30.3025        0.697019         0.26835        0.115659 
         30.687        0.706275        0.206808         0.13303 
        29.8857        0.699877        0.257793        0.117908 
        34.0147        0.697837        0.305016       0.0895282 
        34.5535        0.694676        0.315919        0.090928 
         33.092        0.694695        0.302371        0.102001 
        32.6123        0.692913         0.23639        0.178817 
         30.934        0.704786        0.188641        0.160264 
         30.437        0.700077        0.191979        0.263363 
        31.6569        0.695691        0.153617        0.314869 
        32.2708        0.699347        0.168453         0.22857 
        32.9623        0.706905        0.185748         0.21325 
        30.5516        0.702649        0.154075        0.276722 
        30.5102         0.70276        0.187984         0.23604 
        30.8758        0.695013        0.202712        0.236379 
        29.4877        0.699779        0.208226         0.20512 
         30.229        0.695705        0.189451        0.272984 
        32.7742        0.703332         0.13651        0.356967 
        30.8295        0.694532         0.15286        0.355825 
         30.427        0.695978        0.137946        0.390994 
        30.3359        0.699106        0.134492        0.357259 
        34.9219        0.703161       0.0554852        0.452533 
        32.6072          0.6992       0.0666234        0.477237 
         35.233        0.691389       0.0854679        0.485953 
        32.5986        0.693648       0.0520042        0.573203 
        38.7507        0.701979       0.0912296        0.518462 
        35.2428        0.691865       0.0700057        0.513729 
        36.0146        0.704893       0.0774253        0.471342 
        32.1529        0.700527       0.0756112        0.475751 
        32.0432        0.702499        0.101636        0.383077 
        31.1032        0.699043        0.123282        0.413054 
        32.0653        0.696648       0.0821308        0.467103 
        31.0785        0.696266        0.103605        0.441534 
        30.9117        0.695824        0.104908         0.46003 
        34.7384         0.69668        0.131135        0.474773 
        32.2737        0.691864        0.138247        0.464345 
        30.6734        0.696569        0.123293        0.426096 
        31.9141         0.70029        0.105326        0.378263 
        31.5452        0.698587        0.148995        0.290776 
        31.7589        0.703464        0.162208        0.216129 
        30.2085        0.704022        0.189447         0.19075 
        29.5089        0.698816         0.24288        0.134938 
        30.4508        0.696259        0.266903        0.109022 
        32.6583        0.701378        0.251247        0.158491 
         29.679        0.698021        0.227838        0.184696 
        30.5526        0.700252        0.205529        0.237135 
        30.6242        0.696639        0.171311        0.280728 
        30.6056         0.69637        0.140335        0.358964 
        30.3947        0.695477        0.175408        0.328617 
        33.8711        0.689869        0.226238        0.296353 
        32.2854        0.691876        0.208286        0.310379 
        30.8617        0.694058         0.18692        0.320585 
